artifactType,artifactId,unitId,slot,skillId,status,originalSha256,stringFieldCount,unicodeCharacterCount
lecture,u02-s013-lecture-r1,u02,s013,fraction-percent-discount,PENDING_MANUAL,b0010df27a1ee18aa16813e559867f84a9f611ea58f5a668d1511d4eb197199d,127,1504
question,u02-s013-v001,u02,s013,fraction-percent-discount,PENDING_MANUAL,fb64324461905639538c752d6e3413261dcaa5cbc953922f29afc16803c63016,35,415
question,u02-s013-v002,u02,s013,fraction-percent-discount,PENDING_MANUAL,ef50fd12b2198690d9fceef2f63c9c6ba097a730a46c49d4d0a83f749b28f672,35,434
question,u02-s013-v003,u02,s013,fraction-percent-discount,PENDING_MANUAL,8999dfe3b0b46b9349971fca643d3a493094bee60ecb7390410fb27f93acf864,35,446
question,u02-s013-v004,u02,s013,fraction-percent-discount,PENDING_MANUAL,4b40aca6a41bb87c5ea25028aeb6436475867cafd36aabb54dcea269d4aa1e03,35,471
question,u02-s013-v005,u02,s013,fraction-percent-discount,PENDING_MANUAL,b2c637df97923a567903706f4bd1539958bd41e6dcb72688843efe7bbf5b8960,35,459
question,u02-s013-v006,u02,s013,fraction-percent-discount,PENDING_MANUAL,c95e2a2ec5f024d8d784285554288c2c00b7312a89888c3e4f6c67fe83ee60c3,35,465
question,u02-s013-v007,u02,s013,fraction-percent-discount,PENDING_MANUAL,e58ca70bd3bda9afdf0a6745b9974e7c8b55244ba5e676227c0973d9c8474f72,35,450
question,u02-s013-v008,u02,s013,fraction-percent-discount,PENDING_MANUAL,a5970bf2429480e8a4b00bb8088aefbc7572e73d73c153398b119fb1156f913b,35,506
question,u02-s013-v009,u02,s013,fraction-percent-discount,PENDING_MANUAL,9ff3e7097f194a0e3f7760b54855257893a94aeabafb8fbae9bbc77c628aae09,35,543
question,u02-s013-v010,u02,s013,fraction-percent-discount,PENDING_MANUAL,663baaaae25e487ff5b39d1eb89f90df117f4dba5cce2d6e60d173fa296ed2bf,36,512
question,u02-s013-v011,u02,s013,fraction-percent-discount,PENDING_MANUAL,ae104fabbfc5a28764c6b8b77587cd37642174231b22484b39d696a26270a6ba,36,484
question,u02-s013-v012,u02,s013,fraction-percent-discount,PENDING_MANUAL,c1d7b81785abfae6b1bd1002cab04bc0cbc135b0e6c187ba75c6a8815a2df9e8,36,523
question,u02-s013-cr001,u02,s013,fraction-percent-discount,PENDING_MANUAL,efe31ef27620e1c41207751d6b492c880c1768399dea0edc8fa8bc638dcfa55a,26,469
question,u02-s013-cr002,u02,s013,fraction-percent-discount,PENDING_MANUAL,56739a3b31facd7601bd6c75885dd12b196da2d8150afda07bf0d08705b1bd43,27,444
lecture,u02-s014-lecture-r1,u02,s014,fraction-base-quantity,PENDING_MANUAL,ca8b8906f7d96b7f269799012e8f62ed8a7c1b29e3b8e7658829b9fb7482aad7,123,1567
question,u02-s014-v001,u02,s014,fraction-base-quantity,PENDING_MANUAL,dd5f7baea8f5d605b9bf2856b5cbef109e9be5df1749c1f0fdc6404e803b6cc5,35,421
question,u02-s014-v002,u02,s014,fraction-base-quantity,PENDING_MANUAL,0ee1e022bd195772d2be42329ac7f0ca66dcbcb1fca3eb436229e7eeb09a35d5,35,457
question,u02-s014-v003,u02,s014,fraction-base-quantity,PENDING_MANUAL,05ff21116f0f4eeb348d8a48098a3e3643098237cd1daff54b4688a2bef1de19,35,432
question,u02-s014-v004,u02,s014,fraction-base-quantity,PENDING_MANUAL,c81a71de893d18a98fabbf0c6d2c4923a83ff338a99c61caf169453e2ffbdfc9,35,434
question,u02-s014-v005,u02,s014,fraction-base-quantity,PENDING_MANUAL,585ffc62a09ea49119dd4996bef0a3723ec48f53d6a8b6c59f4f216401dd5804,35,477
question,u02-s014-v006,u02,s014,fraction-base-quantity,PENDING_MANUAL,2d7ab8a5d7b702ec5e74d15449b45ca97df4ee6e43f2fce459e5886cdc72efde,35,476
question,u02-s014-v007,u02,s014,fraction-base-quantity,PENDING_MANUAL,4163ddfd48232c3dfc6bf8f0e277612331cc2f91f67ad3d455bb5826e9d7df83,35,447
question,u02-s014-v008,u02,s014,fraction-base-quantity,PENDING_MANUAL,03b5127bc00105eb8c650bb381921025b335b44abf0e7f047c049584f58cd510,35,546
question,u02-s014-v009,u02,s014,fraction-base-quantity,PENDING_MANUAL,265318b4d27ab30015bf4cd08b4730309d937981fb571f85f78d51796d72d044,35,529
question,u02-s014-v010,u02,s014,fraction-base-quantity,PENDING_MANUAL,c85841d23f175092fbfd142dbd3a3875dc04bc362396c34b74ff7d7e3ddac0f2,36,533
question,u02-s014-v011,u02,s014,fraction-base-quantity,PENDING_MANUAL,5ae80d7a7e914b5ee33ca1cef235d801f8cc15a1995273b3a2788bc140bb175f,36,520
question,u02-s014-v012,u02,s014,fraction-base-quantity,PENDING_MANUAL,edaa6ec353b869e46151443fc4e5c0b088517fe50d7b31b99bdc01f5e76a46d7,36,529
question,u02-s014-cr001,u02,s014,fraction-base-quantity,PENDING_MANUAL,3fe60517937b6a1485086bc2ee87914441a5205a1f5ba783a12c6fc63eb47c5b,28,460
question,u02-s014-cr002,u02,s014,fraction-base-quantity,PENDING_MANUAL,94798c77f2e1e74858c2586ab5c186732e202a9d1d2a6b3a07ac91216e129b1e,27,460
lecture,u02-s015-lecture-r1,u02,s015,fraction-literacy-context,PENDING_MANUAL,e793261227e37cad8bc7521052486713f4c57751f8c05edd1ad6e0578d82901d,125,1685
question,u02-s015-v001,u02,s015,fraction-literacy-context,PENDING_MANUAL,66c2149cf6bcbde3d00efcc3d456b8c545ef4ad11705ea8865e28f156dbe2607,36,454
question,u02-s015-v002,u02,s015,fraction-literacy-context,PENDING_MANUAL,e2aaf09e45e065729b3d07f020f793cd3212b4b4881b27b56ad824c2c35d3b4b,36,492
question,u02-s015-v003,u02,s015,fraction-literacy-context,PENDING_MANUAL,b06022ee76ceb27d912c531d21d6065ab70e5eed614902be9f40c02692e68055,36,523
question,u02-s015-v004,u02,s015,fraction-literacy-context,PENDING_MANUAL,5dfea77f8c2ed663e0ffb432ecceecf335fbb0787a646fedd95171771f1f1c23,36,534
question,u02-s015-v005,u02,s015,fraction-literacy-context,PENDING_MANUAL,3ee4a7bd1201ec2545a06ef958ff04c9ccb51b530a6ef993404c94511edc08e1,36,529
question,u02-s015-v006,u02,s015,fraction-literacy-context,PENDING_MANUAL,99d398072c417e265ba6ea0b3b6d8dbcb10cb019e18a156f513723f1c3db126e,36,541
question,u02-s015-v007,u02,s015,fraction-literacy-context,PENDING_MANUAL,fb95b70e064cb6f31640c5efd6d06f8c31c7e12f9ab287d4409f36139eb546af,36,528
question,u02-s015-v008,u02,s015,fraction-literacy-context,PENDING_MANUAL,ad4155f16895d4f8d2aa1cd951d18d1c19ad3601637409c70fdc0dea379f4f1a,36,567
question,u02-s015-v009,u02,s015,fraction-literacy-context,PENDING_MANUAL,52d6e83c470399d074e29681f6864992876e934ed410e7dabd2e9c30c07412c3,36,569
question,u02-s015-v010,u02,s015,fraction-literacy-context,PENDING_MANUAL,fb093100fb56926853373d0f15a5407300bec9abfb26bd3cca8d5a2d51c38963,36,581
question,u02-s015-v011,u02,s015,fraction-literacy-context,PENDING_MANUAL,bf2eba55000b150c1a38794a60d07613daf3b1ff6d070a8005700336c39ddbfa,36,549
question,u02-s015-v012,u02,s015,fraction-literacy-context,PENDING_MANUAL,3092a7e391fb7fc8e0a15bba725389b688703dfc97065164208ffe138aa998b3,36,636
question,u02-s015-cr001,u02,s015,fraction-literacy-context,PENDING_MANUAL,68d221012555a6ff2612b58f7ded7f3e6d050675709371650da38780cfc82c02,27,482
question,u02-s015-cr002,u02,s015,fraction-literacy-context,PENDING_MANUAL,f0a4db014b295d2ebba157b964daf08c9c540d6bff60ec984ffe5fb8c578f516,27,681
lecture,u03-s001-lecture-r1,u03,s001,linear-expression-substitution,PENDING_MANUAL,5c966be38d109c7bc7dd8a3748575591384c96a68d5b94035326cfc105411e8a,122,1735
question,u03-s001-v001,u03,s001,linear-expression-substitution,PENDING_MANUAL,21413353ea4402412edf19b975af6890b79191e957f182d8f65e7bcc4bd6f868,36,480
question,u03-s001-v002,u03,s001,linear-expression-substitution,PENDING_MANUAL,a4a62db9d8e8ab50c771ed4156d2aebe6bf79a26c80e1ee43a98ccaec0b1a147,36,484
question,u03-s001-v003,u03,s001,linear-expression-substitution,PENDING_MANUAL,2f6af4d42a1e870d7e9df590a111a1ccc699194622025cc54d78ecaf08ef8834,36,441
question,u03-s001-v004,u03,s001,linear-expression-substitution,PENDING_MANUAL,c984109ab7ab41c5719de0feeb0488f26cb36c912ac653b4be627c7b6ea69464,36,466
question,u03-s001-v005,u03,s001,linear-expression-substitution,PENDING_MANUAL,a9de863f80c37a11c6f0755432c3ba73b2caa8d52d479779529b98d7698993ad,36,489
question,u03-s001-v006,u03,s001,linear-expression-substitution,PENDING_MANUAL,c791871f3d7e8a8d7d9d9cca14c5663eed1c9b4f9469d70061aa96365b5eaa85,36,517
question,u03-s001-v007,u03,s001,linear-expression-substitution,PENDING_MANUAL,0cc4eede6ec1d62cd7cb576362a9a500b236286bca666f2ae6890ccdc44acdfb,36,524
question,u03-s001-v008,u03,s001,linear-expression-substitution,PENDING_MANUAL,77f1055d836fae9ef58f590ab9134683047f718667e0482c95712295f8ec71b0,36,483
question,u03-s001-v009,u03,s001,linear-expression-substitution,PENDING_MANUAL,08b5af4d1b4ad70d979decaca80eaccd0c59c86db914aa88880c048817554b20,36,505
question,u03-s001-v010,u03,s001,linear-expression-substitution,PENDING_MANUAL,f86098d1918bc0112d3045df9ef9feee52ea12739738ae528da71191615211cf,37,598
question,u03-s001-v011,u03,s001,linear-expression-substitution,PENDING_MANUAL,965d8a66cd6e2882cba1d1bbe02564c69f7a3f81a570c4bd787352ac1b345dcd,37,563
question,u03-s001-v012,u03,s001,linear-expression-substitution,PENDING_MANUAL,83b17a0ad8d8afa2a55c0173edaac27f1f16811a14af21318bb4b5ed197b3303,37,605
question,u03-s001-cr001,u03,s001,linear-expression-substitution,PENDING_MANUAL,357d1dc686d5824d970234359db8f3fa0d1ca42c665379c60242bcc92b31890d,28,510
question,u03-s001-cr002,u03,s001,linear-expression-substitution,PENDING_MANUAL,4ea0ab84d11f2aa472f338c95c605e26ce7a14ac290c475535b35b04e04640a7,28,569
lecture,u03-s002-lecture-r1,u03,s002,linear-expression-simplify,PENDING_MANUAL,247aa61f06b6f3f5d1344c417f15ddb9aaffa9f17dbd4fe8ed8bb0b6e49b9366,127,1748
question,u03-s002-v001,u03,s002,linear-expression-simplify,PENDING_MANUAL,5eeab02b519171e947930ec257a617ba2fe990f5d4d60990903e31c5217eaa18,37,490
question,u03-s002-v002,u03,s002,linear-expression-simplify,PENDING_MANUAL,1d15b348adf4efb269c4444c704fb733b0bf520e4ed1282e8f3c57b828341af4,37,484
question,u03-s002-v003,u03,s002,linear-expression-simplify,PENDING_MANUAL,7c7044a7df0276abf04cf0138842f1c11269c289e0587b89c5003f50d12bc7db,37,514
question,u03-s002-v004,u03,s002,linear-expression-simplify,PENDING_MANUAL,d5179e3d1c7dce3167ca468a4adbfa6d85a0adaf98800ea2e3cc937731385eb2,37,504
question,u03-s002-v005,u03,s002,linear-expression-simplify,PENDING_MANUAL,efd3c4f603e753b0c60f34b24f9d9f1e511b37b9e5fe930688d04984b61e0638,37,533
question,u03-s002-v006,u03,s002,linear-expression-simplify,PENDING_MANUAL,a5aa16ca620e5091e6d42fda1f05a01b0cb9f8260d8ace9883b59ed0a3827761,37,553
question,u03-s002-v007,u03,s002,linear-expression-simplify,PENDING_MANUAL,223f4ccab24e43ead237aa9e66cb65ab8dcc4579c8bc0996e47a8b3f3f668bae,37,575
question,u03-s002-v008,u03,s002,linear-expression-simplify,PENDING_MANUAL,a6a788ab246a40d8bfb21d61dd73b981eaf651bbda13be74d0a05c2dbf075d73,37,505
question,u03-s002-v009,u03,s002,linear-expression-simplify,PENDING_MANUAL,619accbca07ebe2dd99d4e1056bff7a1296da4bd5908e79ccdcb0e17650d828e,37,618
question,u03-s002-v010,u03,s002,linear-expression-simplify,PENDING_MANUAL,d3b76f16eb8ad78bcc60b3c25e049e200253e52c23a3e245a361e67c50b51367,38,574
question,u03-s002-v011,u03,s002,linear-expression-simplify,PENDING_MANUAL,017f2a5bfd1263520f3bb0dd69b5e7443f07701792e8acd62b14b265a9b9ca6c,38,620
question,u03-s002-v012,u03,s002,linear-expression-simplify,PENDING_MANUAL,b2caea15785c381d19ddd5326e22154bf5a1b4346c3f9ff36fbc639f9eba7cab,38,607
question,u03-s002-cr001,u03,s002,linear-expression-simplify,PENDING_MANUAL,9554d69e145a91e76ba66916caddcc2e8231cb26733249ccfee8c04bc6138ffb,29,534
question,u03-s002-cr002,u03,s002,linear-expression-simplify,PENDING_MANUAL,b1f0938b611074003e9f90055936cf788fb9bace0742219d2773826dcc4db68b,28,584
lecture,u03-s003-lecture-r1,u03,s003,linear-equation-balance-property,PENDING_MANUAL,97947037aa4a7b4a29e70f0f558f904a50fe3ba74edc32569813a62051f7548d,132,1657
question,u03-s003-v001,u03,s003,linear-equation-balance-property,PENDING_MANUAL,9a1bca3bd621c6af7dc3919e64546001ff7901be8084e6b7a5230d7bbed347f6,37,523
question,u03-s003-v002,u03,s003,linear-equation-balance-property,PENDING_MANUAL,0c8ebc6fff0085df97b3786bdb24253e9855713d02431b67e7b5a2e30091ab83,37,509
question,u03-s003-v003,u03,s003,linear-equation-balance-property,PENDING_MANUAL,62da6acc1d2b1ac09a27b0d058cdc701d8cf527aecaf4e9dbb0e3ce805c5292c,37,487
question,u03-s003-v004,u03,s003,linear-equation-balance-property,PENDING_MANUAL,2673123ca5e0f5b75e5c6bf20b8a59987c03153047335d9eab606f2907858612,38,590
question,u03-s003-v005,u03,s003,linear-equation-balance-property,PENDING_MANUAL,5ec120197377d353e48ddfb441a33a757625b7c2d666d047da8ce5bff499199d,37,569
question,u03-s003-v006,u03,s003,linear-equation-balance-property,PENDING_MANUAL,3d9a142931164aa08d844907baec1659bed2c8e95ee940556d5a9650234556a4,37,547
question,u03-s003-v007,u03,s003,linear-equation-balance-property,PENDING_MANUAL,0b2e5554c794dbd82788038f09d8d91174b00ea42e13fbfdc27304f4970ce33d,37,538
question,u03-s003-v008,u03,s003,linear-equation-balance-property,PENDING_MANUAL,5d7ec442c49a9722c719f44dc3103906d651b849627b74ad967342e95f2bd7ff,37,600
question,u03-s003-v009,u03,s003,linear-equation-balance-property,PENDING_MANUAL,93f39b773d6b050f9c2d67a43ecbded6b777b1064d912f1af48596742e914ac7,37,557
question,u03-s003-v010,u03,s003,linear-equation-balance-property,PENDING_MANUAL,4232e994981ce1ee5fb271b46d1e4d492814cb34fa6bc7bb13d6050231e39158,38,667
question,u03-s003-v011,u03,s003,linear-equation-balance-property,PENDING_MANUAL,bb9d28048376e8088536e9c0d3f3c4354aacea4e1c596ef06663b33238c85992,38,629
question,u03-s003-v012,u03,s003,linear-equation-balance-property,PENDING_MANUAL,a5fb75e677b91bbd4a0ee73afcea6777d735f5fe24811682d62f4e6298b3c544,38,658
question,u03-s003-cr001,u03,s003,linear-equation-balance-property,PENDING_MANUAL,3d8039d89d7d4412f1fc09567ab19e7a093f51461f9664a3e81a1e2beb20755f,29,489
question,u03-s003-cr002,u03,s003,linear-equation-balance-property,PENDING_MANUAL,a3b0aa540d7478970a913fb284cf2e2e8c5f5714bbb86c0840e113ced422ae00,29,544
lecture,u03-s004-lecture-r1,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,3f8ed10a0a688ece2d85c2a84fa6f37927f020099f54ee133607413251d8f4d3,127,1628
question,u03-s004-v001,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,9d7ac794af4d1989eef8f082c12c5d8920c7c3904a8ae4cf2cf3e6d2715877f1,37,483
question,u03-s004-v002,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,7da89068e8aaa998bee23526f1096bb588aea2ee329d5f16e5d85f6a661a01fd,37,485
question,u03-s004-v003,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,415ae40003243fcf33c9eb28ed4ed463d1d9ff73f2ea3d3cd2a817d4b6d9ea7c,37,467
question,u03-s004-v004,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,ed9bbc0741f89eae95d11e183ce61ce75d5aef08764fcfa0c59f9107ecc09bfb,37,479
question,u03-s004-v005,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,a445848d9a85a534aa6f597aee1b7169125f99faa05dc54b1d2f7f047c83e7a3,37,479
question,u03-s004-v006,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,ee2a181542a81830d5c6fd9c73e7a0646596a930c8e4cec235bc8c0218ee9f18,37,488
question,u03-s004-v007,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,4272e57d6e7e08af8271a13dd45c6dc31b07c13226b76315cfa54656c2f513df,37,516
question,u03-s004-v008,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,47d93d43f7cf7e9d49a5b613550296053299c70de9e8661c865a3c9d8562e227,37,516
question,u03-s004-v009,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,30de5527f2d28d7722e42a9cc5f68f31604fde9c3ce02b47111752f564345eb8,37,503
question,u03-s004-v010,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,41d0e51d1cc43057871d82f7b43db300ec31fed13099acb87a89e9ee9e1fba18,38,602
question,u03-s004-v011,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,121c7bfecd28a2efbc5d3fb4b8379eef51e8512435571ce5eaa0a3a3463caa4c,38,568
question,u03-s004-v012,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,260a7bc823efe06bba6d4cb9a1d09e2d324e46cd3022f5b8d4fa4958797c0936,38,535
question,u03-s004-cr001,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,804818d26f07929567b8cbfe7be813f0b7117f507a03de3fdaaccc263a433535,29,488
question,u03-s004-cr002,u03,s004,linear-equation-basic-solving,PENDING_MANUAL,dcfbfcc80a1452e3f83610a8ceef8e23acd75971a64186e89f74bc2ccadf1e5b,29,514
lecture,u03-s005-lecture-r1,u03,s005,linear-equation-parentheses,PENDING_MANUAL,ad4a4a2a071ba36c723280a995d592adcbbbeae1fda0afd6e48cd2bba4ebf21e,127,1687
question,u03-s005-v001,u03,s005,linear-equation-parentheses,PENDING_MANUAL,5edbaa27a1418ae592925e7c9ed22e998c308f2e9e1fb973c2a8c46a0f3fd34b,37,462
question,u03-s005-v002,u03,s005,linear-equation-parentheses,PENDING_MANUAL,7a36f92bc5d0957cb8c5beefe616c1ddce286c9de9cb9144c779e5b731ff7d24,37,446
question,u03-s005-v003,u03,s005,linear-equation-parentheses,PENDING_MANUAL,8be09b2ff67515936824beab57e5dae0a37e6c64945483c1466e364ad821e8bc,37,497
question,u03-s005-v004,u03,s005,linear-equation-parentheses,PENDING_MANUAL,f2dea0603fc5316beca8c4a7b17a073e4674d366ebc26463ebe867490c26e9f0,37,476
question,u03-s005-v005,u03,s005,linear-equation-parentheses,PENDING_MANUAL,a00f5ded06d227823724d16c52e2fc69079763ab2ea8b685ff4293bb6c6f3e74,37,499
question,u03-s005-v006,u03,s005,linear-equation-parentheses,PENDING_MANUAL,c934d47ba6daeb86146a3111a446c354761cfcb69b7b9fafe944035902ea041e,37,508
question,u03-s005-v007,u03,s005,linear-equation-parentheses,PENDING_MANUAL,57dab312054cad140f10c35765e77c764e280871843e1e2b146c193214ec6bb0,37,531
question,u03-s005-v008,u03,s005,linear-equation-parentheses,PENDING_MANUAL,c29546b7b1861c6512c8a28219cb4febcd9f6cc1870e9a04b023c12f974dae18,37,519
question,u03-s005-v009,u03,s005,linear-equation-parentheses,PENDING_MANUAL,a0a147bd010b619bc33c46091046df25d953dd6b62315aef5f7c7646a2938412,37,503
question,u03-s005-v010,u03,s005,linear-equation-parentheses,PENDING_MANUAL,e16e6e653b8a0d3007e57c140db7e528f471c97b509a9337f2e48802add134da,38,567
question,u03-s005-v011,u03,s005,linear-equation-parentheses,PENDING_MANUAL,79dd9644ff2487e9ae11a48f199c68c064882b6b517ae0b4a8dcfb96abc9fadb,38,574
question,u03-s005-v012,u03,s005,linear-equation-parentheses,PENDING_MANUAL,67e2f172a61e89d57cfe8b304561c57114ed32bb55fabf364bf2d7ea79175550,38,614
question,u03-s005-cr001,u03,s005,linear-equation-parentheses,PENDING_MANUAL,cc32253acaa55319e04a7aa7c4221f15544724cb317b081f9420cb055d718651,29,490
question,u03-s005-cr002,u03,s005,linear-equation-parentheses,PENDING_MANUAL,3cc95ee33e11d91fc533561096fd0ee4b33987b491f609d84ce116acf2edf1c5,29,549
lecture,u03-s006-lecture-r1,u03,s006,linear-equation-fractions,PENDING_MANUAL,90d8170e1e8c4c229a754d871702445836f43a7a8eda389ebdea1845dac35aeb,127,1719
question,u03-s006-v001,u03,s006,linear-equation-fractions,PENDING_MANUAL,ed5f98d7d4111a1f8a012df09360b73e7d6d9324c8c68a22db96148ad39199f3,37,463
question,u03-s006-v002,u03,s006,linear-equation-fractions,PENDING_MANUAL,896e7025093fc7665189a27cca2f4a9c9f73b2e9b8224f8195525cb3d0330196,37,440
question,u03-s006-v003,u03,s006,linear-equation-fractions,PENDING_MANUAL,a905b1e2dd46e598d5db31fc6dc940adf906f63b1461128911a68ccfa2abb47e,37,461
question,u03-s006-v004,u03,s006,linear-equation-fractions,PENDING_MANUAL,6b6cc8c81ee9a7a998113629f25794d4f7e373d9e34a821e82910339ca514f83,37,503
question,u03-s006-v005,u03,s006,linear-equation-fractions,PENDING_MANUAL,6e5c8fb7664c7b73fcaaa0b071a0ffd7272dbffb7c43d1f64d58310e8fdb914d,37,523
question,u03-s006-v006,u03,s006,linear-equation-fractions,PENDING_MANUAL,b38c491eb34b748e255f830ae89c58b2e316bda3c0ec1cb331348b50c1bb324c,37,504
question,u03-s006-v007,u03,s006,linear-equation-fractions,PENDING_MANUAL,c2b5ca9e5d0b258c5c12ec646d065110f5782a219fa0f3893bb131574ce0ba58,37,506
question,u03-s006-v008,u03,s006,linear-equation-fractions,PENDING_MANUAL,dc8ca3a7793d72be376e27db4f7ac93b4955abd8918712d7445fe87006def25b,37,532
question,u03-s006-v009,u03,s006,linear-equation-fractions,PENDING_MANUAL,320374690a30f338add915dc479c537022d4998d7e1b2348ab821567f564a47f,37,487
question,u03-s006-v010,u03,s006,linear-equation-fractions,PENDING_MANUAL,e82a5f1114a7fb86d2d1adec50862b399f6308d15b00f25d9b554bde1147f5f4,38,836
question,u03-s006-v011,u03,s006,linear-equation-fractions,PENDING_MANUAL,74ed8e4750bdd23a313d317abd3443c5c7ee896969239d7103808bb0991de004,38,586
question,u03-s006-v012,u03,s006,linear-equation-fractions,PENDING_MANUAL,839eedd09ce7b33b32dc32f35c05b2de60daf7c02d746658ad27249e54536873,38,576
question,u03-s006-cr001,u03,s006,linear-equation-fractions,PENDING_MANUAL,9023f01b0ebbaacc1d70029237f3b03c1c69ec856ad1ad3856cc4a9230cba495,30,540
question,u03-s006-cr002,u03,s006,linear-equation-fractions,PENDING_MANUAL,3769d2de65d17bcb4c7624f7a737c396e45b2b2fb0ac92443b809f2dda932231,29,519
lecture,u03-s007-lecture-r1,u03,s007,linear-equation-check-solution,PENDING_MANUAL,1032ccfb4b2bc1646ad825252dc7e22fab8b915d3c0b527fe12af426d0e4b17f,123,1637
question,u03-s007-v001,u03,s007,linear-equation-check-solution,PENDING_MANUAL,af38f4568d206df3812cfd00c5c9bee4fd2b4efd2beb440cc447a2ab402afbcc,37,538
question,u03-s007-v002,u03,s007,linear-equation-check-solution,PENDING_MANUAL,8d3dbc03f4f3d474e00959bda3993eab87262a3bdc19abe78f3d157c18557b10,37,554
question,u03-s007-v003,u03,s007,linear-equation-check-solution,PENDING_MANUAL,07cf3ec15d8cb00aea8d4b1456a763340b8a94713a3d6639cd40c35078ff6b4b,37,459
question,u03-s007-v004,u03,s007,linear-equation-check-solution,PENDING_MANUAL,16cd8afe0c4272ec25379fcbcd0e9da070177cb12c4123ac36d6b3f0f6c3e96f,37,547
question,u03-s007-v005,u03,s007,linear-equation-check-solution,PENDING_MANUAL,b783794c220c60f676127ebfa7a69b14234894c43989bd76c14555461719d41c,37,503
question,u03-s007-v006,u03,s007,linear-equation-check-solution,PENDING_MANUAL,b2f159af8895c8b2782decf6436fe9afa1f8cb502aeee02e8ffe9f8d38b9ad6f,37,458
question,u03-s007-v007,u03,s007,linear-equation-check-solution,PENDING_MANUAL,17e339b8d05bdad0e6725ec4487f13eabd44f710be70c711a917c973ef149236,37,555
question,u03-s007-v008,u03,s007,linear-equation-check-solution,PENDING_MANUAL,066bddf760a8067ee2d2d0cc4cc6eb0c564377d2c1a08a9f53dc11f67eab2b96,37,571
question,u03-s007-v009,u03,s007,linear-equation-check-solution,PENDING_MANUAL,163002e5a543501985ca3135da79ed009d939b2ed5c51921e20b5c094d6fb42c,37,531
question,u03-s007-v010,u03,s007,linear-equation-check-solution,PENDING_MANUAL,344b1f38ba65c4d1639a55b33d8549a8b7881fa4784fe5a40539d104460ebf87,38,679
question,u03-s007-v011,u03,s007,linear-equation-check-solution,PENDING_MANUAL,89546677a75d2e16599fd46a31982817e9e0fc301d544bf174aab549ffa8d3c4,38,654
question,u03-s007-v012,u03,s007,linear-equation-check-solution,PENDING_MANUAL,661879cd9e3f859be7d802481d641f1f457bce8f281ad07558f7ffabbc1f9e19,38,600
question,u03-s007-cr001,u03,s007,linear-equation-check-solution,PENDING_MANUAL,7af8730eb7d79847c4c2adab2ee5c65994a1588903b82f7d8f39a6bf811abc6c,29,575
question,u03-s007-cr002,u03,s007,linear-equation-check-solution,PENDING_MANUAL,c12cd3ddfded95ec5ccfe9a25d13bdd822ababf9ecc50490f4d80fc193a00c88,28,505
lecture,u03-s008-lecture-r1,u03,s008,linear-equation-age-problem,PENDING_MANUAL,f3fd8fb7cb7d90cd14b6eabf0976438db6d82d809367c20604fbe2b3a5ea2f8d,129,1679
question,u03-s008-v001,u03,s008,linear-equation-age-problem,PENDING_MANUAL,99863469b625318a1f16ec9b0f12761806c1be53be3994c39d54e5236c34c8ce,37,478
question,u03-s008-v002,u03,s008,linear-equation-age-problem,PENDING_MANUAL,4be4e173a4775e23ce0becda7b55376e6224080c2d0e256bbd193f449acfd574,37,478
question,u03-s008-v003,u03,s008,linear-equation-age-problem,PENDING_MANUAL,6f263c93dc9fabccbd7fc24cc38b6e002901bee9530c57b1ff53f2402d51fd74,37,524
question,u03-s008-v004,u03,s008,linear-equation-age-problem,PENDING_MANUAL,0cde338ca1ea8f215d293a7fc6ff5e3f9d4b7d3b1a19559fe35d8685fe1a800b,37,530
question,u03-s008-v005,u03,s008,linear-equation-age-problem,PENDING_MANUAL,ac5d1b9f1ecef1eb7554525232ef0d004401b1dce61d74b1c6c6b68a2fae6a02,37,494
question,u03-s008-v006,u03,s008,linear-equation-age-problem,PENDING_MANUAL,86590112daa0e83c4e02fc8007cd13da25f54512af6502a45f020dedaee55d7c,37,515
question,u03-s008-v007,u03,s008,linear-equation-age-problem,PENDING_MANUAL,a960ef1a6dad08929c97a9aac8f7f1f3749fd6bac4a567f5e4992b7c80b6e713,37,543
question,u03-s008-v008,u03,s008,linear-equation-age-problem,PENDING_MANUAL,dbb40f131deb91dbf1b73ad269add10ecdd9e9e72a9c894b2a48cc4f40f0b3c8,37,540
question,u03-s008-v009,u03,s008,linear-equation-age-problem,PENDING_MANUAL,546bf67d8cdd3627124299b7a3d97ea0cdb107ca903ab877b415908a80b51838,37,629
question,u03-s008-v010,u03,s008,linear-equation-age-problem,PENDING_MANUAL,26c3fd6f1903dbc96b9f997620528a5bfc70f10f75563f445a6871e24fdb7848,38,521
