artifactId,artifactType,fieldPath,utf8Sha256,unicodeCharacterCount,utf8ByteCount
u01-s002-cr002,question,independentReview.ambiguity,140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe,4,4
u01-s002-cr002,question,independentReview.decision,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1,4,4
u01-s002-cr002,question,contentSha256,91d5a8ff432f804d7443b105af51a9d3b6edb9b97cfb61a86f90c956e5568a29,64,64
u01-s002-cr002,question,contentAuthority,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e,25,25
u01-s003-lecture-r1,lecture,lectureId,565db761840b1e373b189c666c4aa06941ac2a34db935484455735671f536058,19,19
u01-s003-lecture-r1,lecture,unitId,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa,3,3
u01-s003-lecture-r1,lecture,topicId,e7d9d88eb7596ecb66c83bcfd7a554baef7612744a495523f5f8fae90be63bc7,18,18
u01-s003-lecture-r1,lecture,skillId,d4a70ec3bcf253225298fa992ee3b412dd1d434e795e1d5789a615cfe5b0b7b3,28,28
u01-s003-lecture-r1,lecture,title,11e7af87337bb32daaf47de362654c759ebd475b219e46c2768b20fbc37ca536,18,54
u01-s003-lecture-r1,lecture,audience,e6b4416fbd9f36797de01256b31a4d6f6314e126fde8495e25792c814f64fc5f,10,30
u01-s003-lecture-r1,lecture,reviewStatus,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb,22,22
u01-s003-lecture-r1,lecture,learningOutcomes[0],6c9af95d84aced5a9031ba2983e32e4c6a13e303fd2f51d6a21dc0714683140d,15,45
u01-s003-lecture-r1,lecture,learningOutcomes[1],9b6421fdbbc7c607567b7521f4874ee5b57785fd7e01f839a0d109c27440d369,13,39
u01-s003-lecture-r1,lecture,learningOutcomes[2],a66f0446f8ecb3f2ea72ce2325e77ca7b5edf28cffaf054da888d50cc9eb3e0d,11,33
u01-s003-lecture-r1,lecture,learningOutcomes[3],9a58e9c5aef5c402b0ad6e31bb6c7d0147c080a937702d28501ab6f136a00cc3,15,39
u01-s003-lecture-r1,lecture,learningOutcomes[4],3b4a384c341ac7d832cb0ee4f3090216ec167a0e754bcfa5ab9abc750bd863e2,10,30
u01-s003-lecture-r1,lecture,prerequisites[0].skillId,9acb7068b50b71b0be599486518d6c00dc6d3db8f17524202c8211f780bf2672,33,33
u01-s003-lecture-r1,lecture,prerequisites[0].requiredLevel,1141b88484a9fc4147ad967eb49fdabd9c774386c06385d0b9fda521305fcfca,31,87
u01-s003-lecture-r1,lecture,glossary[0].term,a1a32e99b8ec762dc383ea35f9847021198f61f9b0c513be3bfe0e5d0cc090d6,2,6
u01-s003-lecture-r1,lecture,glossary[0].definition,6769f657ef6d39aafab70c3bfa0ee2fa3beb5947ccbca52bff5260e149877a1f,14,42
u01-s003-lecture-r1,lecture,glossary[1].term,37d60aaef28fe109b28788e94fd9eaf446c60d1974558cd0fbd6afe40926ff35,2,6
u01-s003-lecture-r1,lecture,glossary[1].definition,1151eadf92a2a3fe9bd1c63b2551d0107196ded7157bd6967dd304ff069290e0,11,27
u01-s003-lecture-r1,lecture,glossary[2].term,35289d0715eae90c646440c9134f623d64ebeddc1f2dbbed63905c5992327c84,3,9
u01-s003-lecture-r1,lecture,glossary[2].definition,3089c2ac188cea9e6edf699ba25be5dc02025da4c1a367866c064f6b2fdb3249,19,57
u01-s003-lecture-r1,lecture,glossary[3].term,5725597d5c4f967f033a85cdcae94a29b525a77f99bbd3e44d924d9cab6c022c,2,6
u01-s003-lecture-r1,lecture,glossary[3].definition,7821edf95e428a76afc65a641a152473e1556713c58d03b9f018691635178aaf,13,39
u01-s003-lecture-r1,lecture,glossary[4].term,260b123371c1ae30f008975a249647bdfb9d4a076715febec862752e3be8e71c,4,12
u01-s003-lecture-r1,lecture,glossary[4].definition,f537214c059e14b36f55ee3dbd81beb11e1dc2569f5db5576748bab0a685f398,14,42
u01-s003-lecture-r1,lecture,notation[0].symbol,c4694f2e93d5c4e7d51f9c5deb75e6cc8be5e1114178c6a45b6fc2c566a0aa8c,1,1
u01-s003-lecture-r1,lecture,notation[0].meaning,8065a486b86b883ebf7d41c05da38942d101dd01366b29a7a604f02911a00b47,8,24
u01-s003-lecture-r1,lecture,notation[1].symbol,a21281396155d96fde3a9f220ade4bc5364d8b8847c90f8bfebc05809b574591,4,4
u01-s003-lecture-r1,lecture,notation[1].meaning,4a2d6ac9a46de74c568980186bf89e8739fe31414ff1f1a518fbd3a0123c511e,11,23
u01-s003-lecture-r1,lecture,notation[2].symbol,161660030aa6c9e32470cc1c023dab32dc748d80b0e61882b368cb775d12638e,1,3
u01-s003-lecture-r1,lecture,notation[2].meaning,bcae35c665859bbb214b8ac08ec15397c0fb62d11488a1c1e7f87fd5a10505d7,12,36
u01-s003-lecture-r1,lecture,conceptNarrative[0],77bfc86dc18a2a8d38052a8298ce09463b747b8405a215a67bdab39acd8d2785,32,96
u01-s003-lecture-r1,lecture,conceptNarrative[1],86eee562ee507853b35a8001228bb69e96df392972835a9747474cf0f9d03f18,30,90
u01-s003-lecture-r1,lecture,conceptNarrative[2],e60e18b2d748ba1a79e1ba29a8751f3a8d2f408cc547e2a0df22bdab171d4fb0,31,77
u01-s003-lecture-r1,lecture,conceptNarrative[3],fc85bae7d7fbc531d9f67e4e45aef02cfe2273262a1ab9e615d1ca91bf7df3de,42,126
u01-s003-lecture-r1,lecture,formalDefinitions[0].name,19ef202cc14f35da2f0b16df5c57b877fc95371e1cd4df89a035fdaa67a7aef5,4,12
u01-s003-lecture-r1,lecture,formalDefinitions[0].statement,0ba92710c181675565c8fc138913e0e32defcf814944cbc53d5a217fb075b667,31,89
u01-s003-lecture-r1,lecture,formalDefinitions[1].name,23492ce5229402b536c821795acbf0eee4de536a945b134dad1e119cc91c734d,5,15
u01-s003-lecture-r1,lecture,formalDefinitions[1].statement,1bf0d3687d5593d943081e3a017f59a1494d5cb81757c709dc5722970cb3aeda,32,96
u01-s003-lecture-r1,lecture,formulas[0].formula,30cf046ef68339e4f4da5394ac21bda3ff4b2b8875c8ced6fb5578b73c8fd7fc,11,33
u01-s003-lecture-r1,lecture,formulas[0].conditions[0],4c5382434136affdc357c6205a72006a148a3c48b87b6a1f4078efb4d2e301d5,11,33
u01-s003-lecture-r1,lecture,formulas[0].conditions[1],77b56bda716522de181054b51f825633b0fcea59ad06949912b1ee34d85d996f,12,36
u01-s003-lecture-r1,lecture,formulas[0].meaning,909b40f80eddae26960cd05f3ca8abd98ece92eac0ff912b876e40e75a1cb1f3,8,24
u01-s003-lecture-r1,lecture,formulas[1].formula,ce9039b9bdef4058409df5f8f58cfb323d049aa8c13a536a3f43b49219d5c7ce,20,59
u01-s003-lecture-r1,lecture,formulas[1].conditions[0],73acaefecf61d1990e93701f4f2afeeba5ec061edc6de4cc43579f21a8f2f331,10,30
u01-s003-lecture-r1,lecture,formulas[1].meaning,876392798d06b6279b8e248d355c4b018c05e9e116d1472a73e1a1de6fe1bc10,8,24
u01-s003-lecture-r1,lecture,nonApplicableCases[0],e14bc16744d1026e463c5d192e994a9041cc3129c10ac62ae7adf7081bae4893,29,87
u01-s003-lecture-r1,lecture,nonApplicableCases[1],295800e1e2a3f492287bde57495cb0dbfe683541c08acf1ec2925ac6721b92e7,25,59
u01-s003-lecture-r1,lecture,nonApplicableCases[2],c12251431df75f8ac55b586c35e5e736d48bd4112b97745ebeabc625a978ec47,25,75
u01-s003-lecture-r1,lecture,nonApplicableCases[3],ba784e96a00d78066e88d978b9cad6710abe86e518837a2fa79fb0d1b849def4,29,71
u01-s003-lecture-r1,lecture,method[0].instruction,9700020795d4f4c1661cf799eb592c58fa39e81ef065555942acebdc02fb935e,8,24
u01-s003-lecture-r1,lecture,method[0].check,bf6c610ff692033c0088b4c3aa8cbfccfc3026aa0411f9cc815dc5ea2a29a4de,12,32
u01-s003-lecture-r1,lecture,method[1].instruction,19ccd573e0dba37f924c0c04ae11109acc9e0fe56864904d56f742c996b96fa9,8,24
u01-s003-lecture-r1,lecture,method[1].check,6aee1beeec1673aa1eac973eedb4bbfcdce15ce87a2207ee7f8e98e5a8e7137b,12,36
u01-s003-lecture-r1,lecture,method[2].instruction,945425d5df1bba61953a12170639370e8c9aeb328440645dec11dab0fce9218c,11,33
u01-s003-lecture-r1,lecture,method[2].check,e8c1ff8bf48fba8fb332c44eecdda0128ca189cc41755e484df903a1664fd9d1,12,36
u01-s003-lecture-r1,lecture,method[3].instruction,fd90198153244e7e25e940b976b4e8f7ea34d2944c0333f64510995600baf017,10,30
u01-s003-lecture-r1,lecture,method[3].check,5361c7f7598cad30638fa1ae05429a5cc7931dff429e967825cf5c0a1d433a8d,10,30
u01-s003-lecture-r1,lecture,method[4].instruction,29fb2c0b6957b7986c61bceb343276174e44d11d5b6ef1726d4c1e0ac407ada2,10,30
u01-s003-lecture-r1,lecture,method[4].check,2ca25055ca3857689d2d4fb5e4e0e21c86a4c02246be646a54bde3f7f0d670d4,11,33
u01-s003-lecture-r1,lecture,workedExamples[0].exampleId,dffe8596427fc50e8f64654a609af134d45552f18bbecef90b31135a9e7acaa0,2,2
u01-s003-lecture-r1,lecture,workedExamples[0].prompt,a22a6fb440944fad97a92eb216ef9fe39cc911c2aa96ebee695909944a45997a,25,57
u01-s003-lecture-r1,lecture,workedExamples[0].solutionSteps[0],ed9642f058a3dedf7a2cbce89737ea09943b7b90bf9cd3a2393b0b33e3c3dcd0,6,14
u01-s003-lecture-r1,lecture,workedExamples[0].solutionSteps[1],ddf51bf773942f6c5cc1d0c8e70f3147ce19c00dc6ef33c3607ecec6bc6040ea,8,20
u01-s003-lecture-r1,lecture,workedExamples[0].solutionSteps[2],31107d415bbe2c124c272ac01c750c11cb9a6ef5fa5c8bbcd353d15d173e93ac,11,23
u01-s003-lecture-r1,lecture,workedExamples[0].answer,b632a19a369b81e570e336931f721983e924ecb9e2957859e53226a2d8f47804,3,5
u01-s003-lecture-r1,lecture,workedExamples[1].exampleId,d76354d8457898445bb69e0dc0dc95fb74cc3cf334f8c1859162a16ad0041f8d,2,2
u01-s003-lecture-r1,lecture,workedExamples[1].prompt,525068b36af114984d9f637f3e985c16a02d6d9e00bbf2ca1210e319529fd543,23,55
u01-s003-lecture-r1,lecture,workedExamples[1].solutionSteps[0],da8187d52b1a3c94b76e6e0ffcb78079f65477bbc1b9b1fab9d9c752069af186,14,26
u01-s003-lecture-r1,lecture,workedExamples[1].solutionSteps[1],dedde1194fd36b47e1f420021afc398bfc074238ef5b94e29dac2c2cbf22600c,5,15
u01-s003-lecture-r1,lecture,workedExamples[1].solutionSteps[2],743c859381421a27cfbd766721720c4f438981cb99f55f535208e38cd642601b,6,9
u01-s003-lecture-r1,lecture,workedExamples[1].answer,7469b95858c4df8505faa1240faff05f7c3a68b0e2f60e620a3cff189a02d5cf,5,11
u01-s003-lecture-r1,lecture,workedExamples[2].exampleId,842983de8fb1d277a3fad5c8295c7a14317c458718a10c5a35b23e7f992a5c80,2,2
u01-s003-lecture-r1,lecture,workedExamples[2].prompt,f475e8520dca80c3bece49002f04b8ea7695faf6cfdf3d5b98bfe77c7c788914,21,45
u01-s003-lecture-r1,lecture,workedExamples[2].solutionSteps[0],3b96ef6d3341b12807e4330cca724b644adf6acb0a9b118a9f45173ef4011a65,7,15
u01-s003-lecture-r1,lecture,workedExamples[2].solutionSteps[1],9e6be2c58863e4a973a3a1fabadf0a6e6a466a806490550f506877ea42e45ce2,9,17
u01-s003-lecture-r1,lecture,workedExamples[2].solutionSteps[2],63bbf7cee6e9dff9aea717a7f28ae96b6e1a2319fc797627c3e03aa7a185a958,6,14
u01-s003-lecture-r1,lecture,workedExamples[2].answer,3e01ad38324899fed0bf7b08972c9e17ae1889c56db12dc1b761b7ba24c3c2b3,2,4
u01-s003-lecture-r1,lecture,workedExamples[3].exampleId,4a5a97c6433c4c062457e9335709d57493e75527809d8a9586c141e591ac9f2c,2,2
u01-s003-lecture-r1,lecture,workedExamples[3].prompt,f90de19902e9dfd97cf354b382f9e1e0e73f0e64c44e59aa541452489e0af016,17,37
u01-s003-lecture-r1,lecture,workedExamples[3].solutionSteps[0],4d0d3199bab547db6241c6b39b479065ca37e2dd72b542e4f7987007e1cbf1db,7,15
u01-s003-lecture-r1,lecture,workedExamples[3].solutionSteps[1],e296edc48e543094ad45f899ded04ffc63c5f6fdebbefa94ffb23ecc72ffa5b5,10,12
u01-s003-lecture-r1,lecture,workedExamples[3].solutionSteps[2],40c11af7c71dbeab3eb7aba7aca32d2e46ea7fd77970fa6acaeeb0c6686fbb1e,13,33
u01-s003-lecture-r1,lecture,workedExamples[3].answer,fbccefb4aa7a7ff687e94fecb02a541a44952e4941d8624e5eac38a9f261356e,3,5
u01-s003-lecture-r1,lecture,commonMistakes[0].mistake,17c0e4b8bdaac0e697437e5fec99b55ef2add03ac2c790cf5e5a798dd03ff0b3,14,42
u01-s003-lecture-r1,lecture,commonMistakes[0].why,b6c1a93b9c78e0667879346e33b330e2ad0775f681c1973c275886e1b5b13579,10,30
u01-s003-lecture-r1,lecture,commonMistakes[0].correction,93374609b3d1ae980d04662826f662d5b3b5a7d24fa67db1a2895b9b53be86cb,12,36
u01-s003-lecture-r1,lecture,commonMistakes[1].mistake,738a76200c5174c6aa1facadec6d8ed8309d5bf8657a94677667c0ff9a717bf8,9,27
u01-s003-lecture-r1,lecture,commonMistakes[1].why,5643ba9d850d211cfa8f162488c4c6a4eb22afe4ca8a91c2870d14a45864bf07,9,27
u01-s003-lecture-r1,lecture,commonMistakes[1].correction,14db22c55b409b74959e5fe0a997f07d6d8fff2c5f399ff9bbf7f8b25597ebe0,9,27
u01-s003-lecture-r1,lecture,commonMistakes[2].mistake,560e2b33f580707d7ad7cbb986eb8ab72d35fbe569ef345839567abdffb7e8fe,11,23
u01-s003-lecture-r1,lecture,commonMistakes[2].why,35cf32105c4e0f26ad0c10d5ec6b218e36d5a4b8b2ca20d3ba95f9b3b920972a,12,36
u01-s003-lecture-r1,lecture,commonMistakes[2].correction,e1c52400deed21b345f954ddc278babc2b734a6306c6d1f87eea46af93a2873f,10,24
u01-s003-lecture-r1,lecture,commonMistakes[3].mistake,55690d32dc50d0f6ce4a584c639b6f054876f0f7079394dcd6c1a8bc15c6a00e,17,39
u01-s003-lecture-r1,lecture,commonMistakes[3].why,6eea6c140706ccb62fa8a3a890483246e1c605e6ea06f1c50f6d9170808c4c7e,8,24
u01-s003-lecture-r1,lecture,commonMistakes[3].correction,db164b72da34d041eee5440c1af14539f9963258bca8b44ddab150e96fb3405c,14,32
u01-s003-lecture-r1,lecture,commonMistakes[4].mistake,6d59200a49f9a4a40c2d7cecf90a2464e823e8cdc517f6799b678b381a2dfe99,10,30
u01-s003-lecture-r1,lecture,commonMistakes[4].why,f08b1a988096143fdb14a06e1cc16b5ab770ecdfa2ec30b14c59c4902deee7c1,7,21
u01-s003-lecture-r1,lecture,commonMistakes[4].correction,47336aaab9964880ea2a6a9e68b55727a26b78677cad73b1b2afbcc35f220fab,13,39
u01-s003-lecture-r1,lecture,commonMistakes[5].mistake,8200791750bc6af2df8230ff2cd68a2355b3f138038a0bc3fe1148616f08265b,11,27
u01-s003-lecture-r1,lecture,commonMistakes[5].why,4054b4232440f23eae31cdb0263a86eacc6e747ac582eb49f5350a35dfe9e931,15,39
u01-s003-lecture-r1,lecture,commonMistakes[5].correction,405404abff8f8b03a55c49e69b027ee794e297bd522f2929fa8b163516cc88d1,10,26
u01-s003-lecture-r1,lecture,selfCheck[0],6b11e20c9089a6c150003b295b71f45a24b0c4724985c5b6e4c2a6d4b9f30f4e,9,21
u01-s003-lecture-r1,lecture,selfCheck[1],09f6f1af7719b72b02ae0437531a3e2586a4273483cba83d4343e2a4ff8fa6ce,6,18
u01-s003-lecture-r1,lecture,selfCheck[2],5f12445af21eea5724dab4fcf4a9c1dab94e6a6481845fd9b4e93a96b0b65cf6,8,24
u01-s003-lecture-r1,lecture,selfCheck[3],ff226d8795243a323fae8bad08746a347cd49a1e03f153326dca35f6a9604a6e,10,30
u01-s003-lecture-r1,lecture,selfCheck[4],916231193011dc1031441340da51c3449c2c034f859617ce7f5be6c91c2e198f,11,33
u01-s003-lecture-r1,lecture,summary[0],d428563572b095fbed1a97696062c6132e669a7dd75ab35cdf90c884614cf510,18,50
u01-s003-lecture-r1,lecture,summary[1],cd14d52b64788924faafc00769a4a7e08596ba6f51e078849678c18214601eab,12,36
u01-s003-lecture-r1,lecture,summary[2],7d128f9a09c105a84b7cb2aa77d13907df7cab0504ed8df24686fc57eff493e9,14,42
u01-s003-lecture-r1,lecture,summary[3],7854e888d31a2d7d488f124665625ec63b691baad5480d6aeb669556afe5c9dc,13,39
u01-s003-lecture-r1,lecture,connections.previous,5f031cb44bdf0d17f4f93e7ab6cfbcdd2312fbee70d2e879b3787dfec105c99d,24,72
u01-s003-lecture-r1,lecture,connections.next[0],4f6b065f16f13142b5844a0c4df4684dd73682f95332efa3931cad367984eace,18,54
u01-s003-lecture-r1,lecture,connections.next[1],a2e5aacdc169cb7e15c84a0cd057308046f77444dfc44c6ea6c163ef0ef30963,21,63
u01-s003-lecture-r1,lecture,connections.next[2],c195702c983b135c889c19cd475039d53bfe5e66ae94b8abaf12237043777906,17,51
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[0],71b3e2777390b0a08aa08a191b73f89ccdd4e2502072da5544a3ccbf0ebd5e64,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[1],f5d95c6b61960968f27b896999630157bfd46a0392cea74c369742cfd5f9d003,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[2],781b7030008ab6395eb654bc800e25011fc80959625ad7d0eee1c65c69ba92c1,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[3],291aa0fbaabc6d9792e4661f366811bfa9664a6c66d4da5b0c95a724dbd22c95,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[4],ec31a83564dad30e86f047e3e6ba9182ba221c1964d8fbcffa92e30f8c709a0e,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[5],5b96ed7c4608e1d395788284551f9420afeac806a063903bcc396fbcaebb7036,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[6],da0adf0088e78f03b81220e741ab01385f6a20840143f0dd18b9573f0d875c0a,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[7],a73facff8514b2d672bc98d08d88cbb121450df6955451742776619e45389296,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[8],1810393efb5b0be8c13e4cd1e2440029ac084642411cde1360e527b462781253,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[9],406215814aeb42f3199372a80ab2681edd2254d06851287862822f2e4a9a13e3,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[10],45fd165e7c699e30f6d8dd86cc616d4c6a093eac581ec63e47f1c213593a8a90,13,13
u01-s003-lecture-r1,lecture,practiceLinks.mcQuestionIds[11],5af908abf3e992b5ae9cb02cdfe20e59cad10a7972d01db54b461dd582699c42,13,13
u01-s003-lecture-r1,lecture,practiceLinks.constructedResponseIds[0],ed2c7e7a2ca0dc49abc943849b9de71ae1eed8911a77f52e215dec4ac5e6e4c0,14,14
u01-s003-lecture-r1,lecture,practiceLinks.constructedResponseIds[1],0adfb92f344b402a11e47799f7339767bc512e17dce23fb2b3d75a25268c34b2,14,14
u01-s003-lecture-r1,lecture,lectureReview.mathematicalCorrectness,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1,4,4
u01-s003-lecture-r1,lecture,lectureReview.zeroFoundationReadability,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1,4,4
u01-s003-lecture-r1,lecture,lectureReview.scopeCheck,fdf8268f0373301b2fcc6331f1d8999b8aabea69681e8bc972ab9a21216a7606,21,21
u01-s003-lecture-r1,lecture,lectureReview.reviewNote,3e19d81e37b908768f6a9e0bd34ae3f361a21c90ac664841439a4f9b2de3046b,42,126
u01-s003-lecture-r1,lecture,lectureReview.reviewVersion,7ccbed064d3016b5353f553d3edb33b6627126acb00be43b039a8cbab00d7d69,25,25
u01-s003-lecture-r1,lecture,lectureReview.reviewedAt,14158d45727526145ef514139eeb669eb54d613dbcffe524f099dbb71c9d8b08,10,10
u01-s003-lecture-r1,lecture,contentSha256,dadff3f23c220285a532382e9d7b046cce057fefb0bb049b6e7ecf68dcc8c022,64,64
u01-s003-lecture-r1,lecture,contentAuthority,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e,25,25
u01-s003-v001,question,questionId,71b3e2777390b0a08aa08a191b73f89ccdd4e2502072da5544a3ccbf0ebd5e64,13,13
u01-s003-v001,question,unitId,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa,3,3
u01-s003-v001,question,topicId,e7d9d88eb7596ecb66c83bcfd7a554baef7612744a495523f5f8fae90be63bc7,18,18
u01-s003-v001,question,skillId,d4a70ec3bcf253225298fa992ee3b412dd1d434e795e1d5789a615cfe5b0b7b3,28,28
u01-s003-v001,question,difficulty,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2,5,5
u01-s003-v001,question,type,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936,2,2
u01-s003-v001,question,visualMode,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015,9,9
u01-s003-v001,question,sourceScope,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346,19,19
u01-s003-v001,question,text,9c162e8c2247b4089d8d95a0e9aaaf0d97b62b75f6d296e8ba4876aa73af6c82,30,74
u01-s003-v001,question,choices[0],e5e0093f285a4fb94c3fcc2ad7fd04edd10d429ccda87a9aa5e4718efadf182e,2,2
u01-s003-v001,question,choices[1],4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,1,1
u01-s003-v001,question,choices[2],5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,1,1
u01-s003-v001,question,choices[3],37aa1ccf80e481832b2db282d4d4f895ee1e31219b7d0f6aee8dc8968828341b,2,2
u01-s003-v001,question,explanation,24a7a4dc27c4ab89ae4e1dabd8cb45f995bb40e0a77351d462df40d3a763a51d,27,69
u01-s003-v001,question,steps[0],45a18dccd046216dfef09545d794a464135e1d49c8796ee413d76069b781755b,7,17
u01-s003-v001,question,steps[1],ba34b6cedd30f0c6c8ea5f1081ef0644749c8a3819043a4b14e70ed39531d54f,5,15
u01-s003-v001,question,steps[2],ce9133d29b9c1c19c948d85726f0172953e8e618f901dece710d168605bc0c15,6,12
u01-s003-v001,question,optionAnalysis[0].choice,e5e0093f285a4fb94c3fcc2ad7fd04edd10d429ccda87a9aa5e4718efadf182e,2,2
u01-s003-v001,question,optionAnalysis[0].reason,a3c77c4dc6e65437e06bff1a3448ec5273c6b2df8172cd7aa1805375b7ae0a92,10,22
u01-s003-v001,question,optionAnalysis[1].choice,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,1,1
u01-s003-v001,question,optionAnalysis[1].reason,76e2f45eccc47be29be634f94a017c8049d34a25b3f81179f0a8648dddc2e284,9,23
u01-s003-v001,question,optionAnalysis[2].choice,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,1,1
u01-s003-v001,question,optionAnalysis[2].reason,51b3f435e689420ac452084bc504e458786ec951815967c1932be754f36d3585,6,14
u01-s003-v001,question,optionAnalysis[3].choice,37aa1ccf80e481832b2db282d4d4f895ee1e31219b7d0f6aee8dc8968828341b,2,2
u01-s003-v001,question,optionAnalysis[3].reason,6ac5e53d6cb1cf73861a03c2dbe5ede01ae766cf2a04977a7091f4d203c5c7a2,5,15
u01-s003-v001,question,commonMistake,ae51b2e5eb06ac897e56ea9d07160d7976e8eff9a4a97966995504b0424e37bd,16,42
u01-s003-v001,question,concept,3c06ca640bfb28806f68bc2db4f3b58f371f5f6e33f271fbc2619f89f5225a34,11,33
u01-s003-v001,question,tags[0],fd41540cbdbecb9b5fa7116d27c68e378548ab62ab7c7ca4494730a81ea87667,3,9
u01-s003-v001,question,tags[1],750a836fd791cceb44a17b638a2f958e38a4f314ee4dff733c69322a463d1427,4,12
u01-s003-v001,question,tags[2],fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2,5,5
u01-s003-v001,question,estimatedTimeSec,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,2,2
u01-s003-v001,question,prerequisiteSkillIds[0],9acb7068b50b71b0be599486518d6c00dc6d3db8f17524202c8211f780bf2672,33,33
u01-s003-v001,question,authoringIntent,99ab4a2a8e5e70f4df51989bdab81b8742c4907b6509589ab3146af3d7c0ba90,13,39
u01-s003-v001,question,reviewStatus,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb,22,22
u01-s003-v001,question,contentSha256,5db59a1c145634f5028d3cc37a9495a7961669120c8ac28ef41345a769ece78f,64,64
u01-s003-v001,question,contentAuthority,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e,25,25
u01-s003-v002,question,questionId,f5d95c6b61960968f27b896999630157bfd46a0392cea74c369742cfd5f9d003,13,13
u01-s003-v002,question,unitId,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa,3,3
u01-s003-v002,question,topicId,e7d9d88eb7596ecb66c83bcfd7a554baef7612744a495523f5f8fae90be63bc7,18,18
u01-s003-v002,question,skillId,d4a70ec3bcf253225298fa992ee3b412dd1d434e795e1d5789a615cfe5b0b7b3,28,28
u01-s003-v002,question,difficulty,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2,5,5
u01-s003-v002,question,type,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936,2,2
u01-s003-v002,question,visualMode,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015,9,9
u01-s003-v002,question,sourceScope,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346,19,19
u01-s003-v002,question,text,9028aa32395dc00688931d8cc8c5f3c8e5179f3d89754c6f01a572539c8ecb99,25,67
u01-s003-v002,question,choices[0],3ca5e2530915b20974007f7ebea9e2b0a0f0b27e9f70e8f7869bcf586cf2923e,9,21
u01-s003-v002,question,choices[1],5cdb25aa3eba2abdd548c56f374f12e735437452cdabc02a0fcd681af807eea9,9,21
u01-s003-v002,question,choices[2],fb58c292b742311405d6d4213bf2b35cab0fac94ceaae9a2222d8db3442b8483,9,21
u01-s003-v002,question,choices[3],37d60aaef28fe109b28788e94fd9eaf446c60d1974558cd0fbd6afe40926ff35,2,6
u01-s003-v002,question,explanation,a9cf99b458613a1d3efcaf7d9a435c39007d77eaf9d8e5c9fa2266a3b2b09423,21,51
u01-s003-v002,question,steps[0],16150dd88e99a03ecc5752e5610a376839a0cc319c9ebf859ab36f02b52326b8,8,24
u01-s003-v002,question,steps[1],e0600f66095232b1630d4bc9cea739af7e1484506ebae6c70e3afd933ad9486c,8,24
u01-s003-v002,question,steps[2],319e8fa866e13dcf8a4bcf543bcac471d4e8c22f2c21afec6bb66da8ec859868,9,21
