questionId,unitId,skillId,questionType,field,original,rendererOutput,nestedOpen,extraPipes,unbalanced,proseSwallowed,directQuestionDisplay,recommendedVerdict
u02-s012-v012,u02,fraction-complex-fraction-basic,mc,optionAnalysis[0].reason,8段只用2/3公尺。,[[frac:8段只用2|3公尺]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s012-v012,u02,fraction-complex-fraction-basic,mc,optionAnalysis[1].reason,9段用3/4公尺。,[[frac:9段用3|4公尺]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s013-v001,u02,fraction-percent-discount,mc,explanation,依題意逐步處理：25%=25/100；約分得1/4。所以答案是「1/4」。,依題意逐步處理：25%=[[frac:25|100]]；[[frac:約分得1|4]]。[[frac:所以答案是「1|4」]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s013-v001,u02,fraction-percent-discount,mc,steps[1],約分得1/4,[[frac:約分得1|4]],False,False,False,True,False,RENDERER_REPAIR
u02-s013-v001,u02,fraction-percent-discount,mc,optionAnalysis[0].reason,1/4正確。,[[frac:1|4正確]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s013-v001,u02,fraction-percent-discount,mc,optionAnalysis[3].reason,3/4是75%。,[[frac:3|4是75%]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s013-v001,u02,fraction-percent-discount,mc,commonMistake,把25%寫成25/10。,[[frac:把25%寫成25|10]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s014-cr002,u02,fraction-base-quantity,cr,rubric[3].criteria,把40%與5/8直接比較。,[[frac:把40%與5|8直接比較]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s014-cr002,u02,fraction-base-quantity,cr,commonErrors[0],用90/250計算。,[[frac:用90|250計算]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s014-cr002,u02,fraction-base-quantity,cr,commonErrors[1],把5/8當5%。,[[frac:把5|8當5%]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s014-v001,u02,fraction-base-quantity,mc,explanation,依題意逐步處理：『甲是乙的3/5』表示甲=乙×3/5；被乘分率的乙是基準量。所以答案是「乙」。,[[frac:依題意逐步處理：『甲是乙的3|5』表示甲]]=乙×[[frac:3|5]]；被乘分率的乙是基準量。所以答案是「乙」。,False,False,False,True,False,RENDERER_REPAIR
u02-s014-v001,u02,fraction-base-quantity,mc,steps[0],『甲是乙的3/5』表示甲=乙×3/5,[[frac:『甲是乙的3|5』表示甲]]=乙×[[frac:3|5]],False,False,False,True,False,RENDERER_REPAIR
u02-s015-cr001,u02,fraction-literacy-context,cr,fullCreditSolution[2],佔全社群240/360=2/3，約66.67%。,[[frac:佔全社群240|360]]=[[frac:2|3]]，約66.67%。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-cr001,u02,fraction-literacy-context,cr,rubric[0].criteria,200、240與2/3均正確。,200、[[frac:240與2|3均正確]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-cr001,u02,fraction-literacy-context,cr,commonErrors[0],把5/9+20%。,[[frac:把5|9]]+20%。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-cr001,u02,fraction-literacy-context,cr,commonErrors[1],240/200當社群比例。,[[frac:240|200當社群比例]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-cr001,u02,fraction-literacy-context,cr,independentReview.derivedResult,第二年240戶，佔2/3。,第二年240戶，[[frac:佔2|3]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v001,u02,fraction-literacy-context,mc,optionAnalysis[1].reason,這是1/3。,[[frac:這是1|3]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v001,u02,fraction-literacy-context,mc,optionAnalysis[3].reason,這是1/2。,[[frac:這是1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v002,u02,fraction-literacy-context,mc,text,食品標示每份含糖 12 公克，一盒有 5又1/2 份。整盒含糖多少公克？,食品標示每份含糖 12 公克，一盒有 [[frac:5又1|2]] 份。整盒含糖多少公克？,False,False,False,True,True,RENDERER_REPAIR
u02-s015-v002,u02,fraction-literacy-context,mc,explanation,依題意逐步處理：5又1/2=5.5；12×5.5=66。所以答案是「66 公克」。,[[frac:依題意逐步處理：5又1|2]]=5.5；12×5.5=66。所以答案是「66 公克」。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v002,u02,fraction-literacy-context,mc,steps[0],5又1/2=5.5,[[frac:5又1|2]]=5.5,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v002,u02,fraction-literacy-context,mc,optionAnalysis[3].reason,12×5又1/2=66公克；78公克不符合每份12公克的乘法。,12×[[frac:5又1|2]]=66公克；78公克不符合每份12公克的乘法。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v004,u02,fraction-literacy-context,mc,explanation,依題意逐步處理：第一次後剩3/5；第二次出剩餘1/3，所以保留2/3；最後3/5×2/3=2/5。所以答案是「2/5」。,[[frac:依題意逐步處理：第一次後剩3|5]]；[[frac:第二次出剩餘1|3]]，[[frac:所以保留2|3]]；[[frac:最後3|5]]×[[frac:2|3]]=[[frac:2|5]]。[[frac:所以答案是「2|5」]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v004,u02,fraction-literacy-context,mc,steps[0],第一次後剩3/5,[[frac:第一次後剩3|5]],False,False,False,True,False,RENDERER_REPAIR
u02-s015-v004,u02,fraction-literacy-context,mc,steps[1],第二次出剩餘1/3，所以保留2/3；最後3/5×2/3=2/5,[[frac:第二次出剩餘1|3]]，[[frac:所以保留2|3]]；[[frac:最後3|5]]×[[frac:2|3]]=[[frac:2|5]],False,False,False,True,False,RENDERER_REPAIR
u02-s015-v004,u02,fraction-literacy-context,mc,optionAnalysis[3].reason,最後剩2/5。,[[frac:最後剩2|5]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v004,u02,fraction-literacy-context,mc,commonMistake,把『剩餘的1/3』誤成原數的1/3。,[[frac:把『剩餘的1|3』誤成原數的1]]/3。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v005,u02,fraction-literacy-context,mc,optionAnalysis[1].reason,把1/4作用在剩餘量。,[[frac:把1|4作用在剩餘量]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v007,u02,fraction-literacy-context,mc,explanation,依題意逐步處理：女生佔7/12，男女差2/12=1/6全班；1/6全班=8，所以全班48。所以答案是「48 人」。,[[frac:依題意逐步處理：女生佔7|12]]，[[frac:男女差2|12]]=[[frac:1|6全班]]；[[frac:1|6全班]]=8，所以全班48。所以答案是「48 人」。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v007,u02,fraction-literacy-context,mc,steps[0],女生佔7/12，男女差2/12=1/6全班,[[frac:女生佔7|12]]，[[frac:男女差2|12]]=[[frac:1|6全班]],False,False,False,True,False,RENDERER_REPAIR
u02-s015-v007,u02,fraction-literacy-context,mc,steps[1],1/6全班=8，所以全班48,[[frac:1|6全班]]=8，所以全班48,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v007,u02,fraction-literacy-context,mc,commonMistake,直接把8人除以5/12。,[[frac:直接把8人除以5|12]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v007,u02,fraction-literacy-context,mc,literacyContextNecessity,男女比例互補且人數差8，兩者共同建立1/6全班=8。,男女比例互補且人數差8，[[frac:兩者共同建立1|6全班]]=8。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v009,u02,fraction-literacy-context,mc,explanation,依題意逐步處理：設A=3k、B=5k；完成量分別12k/5與15k/4；比=(12/5):(15/4)=48:75=16:25。所以答案是「16:25」。,依題意逐步處理：設A=3k、B=5k；[[frac:完成量分別12k|5與15k]]/4；比=[[frac:(12|5):(15]]/4)=48:75=16:25。所以答案是「16:25」。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v009,u02,fraction-literacy-context,mc,steps[1],完成量分別12k/5與15k/4；比=(12/5):(15/4)=48:75=16:25,[[frac:完成量分別12k|5與15k]]/4；比=[[frac:(12|5):(15]]/4)=48:75=16:25,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v009,u02,fraction-literacy-context,mc,commonMistake,只比較4/5與3/4，忽略兩路總長不同。,[[frac:只比較4|5與3]]/4，忽略兩路總長不同。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v011,u02,fraction-literacy-context,mc,explanation,依題意逐步處理：目前佔65%；增加目前的1/4後倍率1.25，65%×1.25=81.25%。所以答案是「81.25%」。,依題意逐步處理：目前佔65%；[[frac:增加目前的1|4後倍率1.25]]，65%×1.25=81.25%。所以答案是「81.25%」。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v011,u02,fraction-literacy-context,mc,steps[1],增加目前的1/4後倍率1.25，65%×1.25=81.25%,[[frac:增加目前的1|4後倍率1.25]]，65%×1.25=81.25%,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v011,u02,fraction-literacy-context,mc,optionAnalysis[1].reason,把1/4當10%。,[[frac:把1|4當10%]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v011,u02,fraction-literacy-context,mc,optionAnalysis[3].reason,把增加量當容量1/4。,[[frac:把增加量當容量1|4]]。,False,False,False,True,False,RENDERER_REPAIR
u02-s015-v011,u02,fraction-literacy-context,mc,commonMistake,把『目前水量的1/4』誤作總容量的1/4。,[[frac:把『目前水量的1|4』誤作總容量的1]]/4。,False,False,False,True,False,RENDERER_REPAIR
u03-s001-v003,u03,linear-expression-substitution,mc,explanation,以1/2代入y；6×1/2=3；3-1=2。所以答案是「2」。,[[frac:以1|2代入y]]；6×[[frac:1|2]]=3；3-1=2。所以答案是「2」。,False,False,False,True,False,RENDERER_REPAIR
u03-s001-v003,u03,linear-expression-substitution,mc,steps[0],以1/2代入y,[[frac:以1|2代入y]],False,False,False,True,False,RENDERER_REPAIR
u03-s001-v003,u03,linear-expression-substitution,mc,optionAnalysis[0].reason,誤把6×1/2算成2。,誤把6×[[frac:1|2算成2]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s001-v003,u03,linear-expression-substitution,mc,optionAnalysis[1].reason,算到3後把減1誤成減1/2。,[[frac:算到3後把減1誤成減1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s001-v009,u03,linear-expression-substitution,mc,explanation,計算4x=6；計算3(2-x)=3/2；6-3/2=9/2。所以答案是「9/2」。,計算4x=6；計算3(2-x)=[[frac:3|2]]；6-[[frac:3|2]]=[[frac:9|2]]。[[frac:所以答案是「9|2」]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s001-v009,u03,linear-expression-substitution,mc,optionAnalysis[1].reason,把6-3/2誤算成3。,把6-[[frac:3|2誤算成3]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s002-v008,u03,linear-expression-simplify,mc,explanation,分別分配1/2得3x-2；分配1/3得x+2；相加得4x。所以答案是「4x」。,[[frac:分別分配1|2得3x]]-2；[[frac:分配1|3得x]]+2；相加得4x。所以答案是「4x」。,False,False,False,True,False,RENDERER_REPAIR
u03-s002-v008,u03,linear-expression-simplify,mc,steps[0],分別分配1/2得3x-2,[[frac:分別分配1|2得3x]]-2,False,False,False,True,False,RENDERER_REPAIR
u03-s002-v008,u03,linear-expression-simplify,mc,steps[1],分配1/3得x+2,[[frac:分配1|3得x]]+2,False,False,False,True,False,RENDERER_REPAIR
u03-s003-v002,u03,linear-equation-balance-property,mc,optionAnalysis[3].reason,除28使左邊變x/7。,[[frac:除28使左邊變x|7]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s003-v003,u03,linear-equation-balance-property,mc,explanation,辨認x/5；以乘5抵消除5；右邊6×5=30。所以答案是「5」。,[[frac:辨認x|5]]；以乘5抵消除5；右邊6×5=30。所以答案是「5」。,False,False,False,True,False,RENDERER_REPAIR
u03-s003-v003,u03,linear-equation-balance-property,mc,steps[0],辨認x/5,[[frac:辨認x|5]],False,False,False,True,False,RENDERER_REPAIR
u03-s003-v003,u03,linear-equation-balance-property,mc,optionAnalysis[0].reason,再乘1/5會使x變x/25。,[[frac:再乘1|5會使x變x]]/25。,False,False,False,True,False,RENDERER_REPAIR
u03-s005-v007,u03,linear-equation-parentheses,mc,explanation,展開得3x-13=3；兩邊加13得3x=16；除3得16/3。所以答案是「16/3」。,展開得3x-13=3；兩邊加13得3x=16；[[frac:除3得16|3]]。[[frac:所以答案是「16|3」]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s005-v007,u03,linear-equation-parentheses,mc,steps[2],除3得16/3,[[frac:除3得16|3]],False,False,False,True,False,RENDERER_REPAIR
u03-s005-v009,u03,linear-equation-parentheses,mc,concept,0.5等於1/2，可精確分配。,[[frac:0.5等於1|2]]，可精確分配。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-cr001,u03,linear-equation-fractions,cr,prompt,解 (x－3)/4＋(x＋1)/6＝5，完整寫出消分母過程並驗算。,解 [[[[frac:frac:x－3|4＋(x＋1)|6＝5]]，完整寫出消分母過程並驗算]]。,True,True,False,False,True,RENDERER_REPAIR
u03-s006-cr001,u03,linear-equation-fractions,cr,rubric[0].criteria,消分母、化簡、求得67/5並完成驗算。,消分母、化簡、[[frac:求得67|5並完成驗算]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-cr002,u03,linear-equation-fractions,cr,requiredWork[0],列3x/5+2=14。,[[frac:列3x|5]]+2=14。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-cr002,u03,linear-equation-fractions,cr,alternativeSolutions[0],可由14-2=12是原量的3/5，算12÷3×5。,可由14-2=[[frac:12是原量的3|5]]，算12÷3×5。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-cr002,u03,linear-equation-fractions,cr,rubric[2].criteria,能指出12公升是原量的3/5。,[[frac:能指出12公升是原量的3|5]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-cr002,u03,linear-equation-fractions,cr,commonErrors[0],把3/5當剩餘比例。,[[frac:把3|5當剩餘比例]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v002,u03,linear-equation-fractions,mc,optionAnalysis[1].reason,兩邊減2得x/4=3，再乘4得x=12。 因此此選項符合題目。,[[frac:兩邊減2得x|4]]=3，再乘4得x=12。 因此此選項符合題目。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v004,u03,linear-equation-fractions,mc,explanation,通分為3x/10=9；兩邊乘10得3x=90；除3得30。所以答案是「30」。,[[frac:通分為3x|10]]=9；兩邊乘10得3x=90；除3得30。所以答案是「30」。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v004,u03,linear-equation-fractions,mc,steps[0],通分為3x/10=9,[[frac:通分為3x|10]]=9,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v004,u03,linear-equation-fractions,mc,optionAnalysis[3].reason,通分得(5x-2x)/10=9，即3x/10=9；兩邊乘10再除3，x=30。 因此此選項符合題目。,通分得[[frac:5x-2x|10]]=9，[[frac:即3x|10]]=9；兩邊乘10再除3，x=30。 因此此選項符合題目。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v005,u03,linear-equation-fractions,mc,explanation,消分母得到2x+3=20；減3得2x=17；除2得17/2。所以答案是「17/2」。,消分母得到2x+3=20；減3得2x=17；[[frac:除2得17|2]]。[[frac:所以答案是「17|2」]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v005,u03,linear-equation-fractions,mc,steps[2],除2得17/2,[[frac:除2得17|2]],False,False,False,True,False,RENDERER_REPAIR
u03-s006-v006,u03,linear-equation-fractions,mc,explanation,通分求5/6-1/2=1/3；得到x/3=1/3；兩邊乘3得1。所以答案是「1」。,[[frac:通分求5|6]]-[[frac:1|2]]=[[frac:1|3]]；[[frac:得到x|3]]=[[frac:1|3]]；兩邊乘3得1。所以答案是「1」。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v006,u03,linear-equation-fractions,mc,steps[0],通分求5/6-1/2=1/3,[[frac:通分求5|6]]-[[frac:1|2]]=[[frac:1|3]],False,False,False,True,False,RENDERER_REPAIR
u03-s006-v006,u03,linear-equation-fractions,mc,steps[1],得到x/3=1/3,[[frac:得到x|3]]=[[frac:1|3]],False,False,False,True,False,RENDERER_REPAIR
u03-s006-v006,u03,linear-equation-fractions,mc,optionAnalysis[0].reason,把x/3當作x。,[[frac:把x|3當作x]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v006,u03,linear-equation-fractions,mc,optionAnalysis[1].reason,把1/2移項後加。,[[frac:把1|2移項後加]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v006,u03,linear-equation-fractions,mc,optionAnalysis[2].reason,兩邊減1/2：x/3=5/6-3/6=1/3，因此x=1。 因此此選項符合題目。,[[frac:兩邊減1|2：x]]/3=[[frac:5|6]]-[[frac:3|6]]=[[frac:1|3]]，因此x=1。 因此此選項符合題目。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v007,u03,linear-equation-fractions,mc,text,解 (x－2)/3＋(x＋1)/6＝4。,解 [[[[frac:frac:x－2|3＋(x＋1)|6＝4]]]]。,True,True,False,False,True,RENDERER_REPAIR
u03-s006-v008,u03,linear-equation-fractions,mc,text,解 (3x－1)/5－(x＋2)/2＝1。,解 [[[[frac:frac:3x－1|5－(x＋2)|2＝1]]]]。,True,True,False,False,True,RENDERER_REPAIR
u03-s006-v011,u03,linear-equation-fractions,mc,explanation,列已讀頁數x/4+30=90；減30得x/4=60；乘4得240。所以答案是「240」。,[[frac:列已讀頁數x|4]]+30=90；[[frac:減30得x|4]]=60；乘4得240。所以答案是「240」。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v011,u03,linear-equation-fractions,mc,steps[0],列已讀頁數x/4+30=90,[[frac:列已讀頁數x|4]]+30=90,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v011,u03,linear-equation-fractions,mc,steps[1],減30得x/4=60,[[frac:減30得x|4]]=60,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v011,u03,linear-equation-fractions,mc,concept,四分之一全書用x/4表示。,[[frac:四分之一全書用x|4表示]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v011,u03,linear-equation-fractions,mc,literacyContextNecessity,先讀全書四分之一再讀固定30頁的順序與量型決定x/4+30=90，情境不可省略。,[[frac:先讀全書四分之一再讀固定30頁的順序與量型決定x|4]]+30=90，情境不可省略。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v012,u03,linear-equation-fractions,mc,explanation,剩餘比例為1/3；列x/3=1.5；乘3得4.5公斤。所以答案是「4.5」。,[[frac:剩餘比例為1|3]]；[[frac:列x|3]]=1.5；乘3得4.5公斤。所以答案是「4.5」。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v012,u03,linear-equation-fractions,mc,steps[0],剩餘比例為1/3,[[frac:剩餘比例為1|3]],False,False,False,True,False,RENDERER_REPAIR
u03-s006-v012,u03,linear-equation-fractions,mc,steps[1],列x/3=1.5,[[frac:列x|3]]=1.5,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v012,u03,linear-equation-fractions,mc,optionAnalysis[1].reason,剩下的是總量1/3；設x公斤，x-2x/3=1.5，即x/3=1.5，所以x=4.5。 因此此選項符合題目。,[[frac:剩下的是總量1|3]]；設x公斤，x-[[frac:2x|3]]=1.5，[[frac:即x|3]]=1.5，所以x=4.5。 因此此選項符合題目。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v012,u03,linear-equation-fractions,mc,commonMistake,把2/3當成剩餘比例。,[[frac:把2|3當成剩餘比例]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s006-v012,u03,linear-equation-fractions,mc,literacyContextNecessity,使用比例與剩餘重量共同決定剩餘是全量的1/3，若刪除「用掉」方向就會得到不同方程式。,[[frac:使用比例與剩餘重量共同決定剩餘是全量的1|3]]，若刪除「用掉」方向就會得到不同方程式。,False,False,False,True,False,RENDERER_REPAIR
u03-s007-v006,u03,linear-equation-check-solution,mc,explanation,解得x/3=3；乘3得9；代入核對。所以答案是「9」。,[[frac:解得x|3]]=3；乘3得9；代入核對。所以答案是「9」。,False,False,False,True,False,RENDERER_REPAIR
u03-s007-v006,u03,linear-equation-check-solution,mc,steps[0],解得x/3=3,[[frac:解得x|3]]=3,False,False,False,True,False,RENDERER_REPAIR
u03-s007-v007,u03,linear-equation-check-solution,mc,choices[1],錯，正確解為1/2,錯，[[frac:正確解為1|2]],False,False,False,True,True,RENDERER_REPAIR
u03-s007-v007,u03,linear-equation-check-solution,mc,optionAnalysis[1].choice,錯，正確解為1/2,錯，[[frac:正確解為1|2]],False,False,False,True,False,RENDERER_REPAIR
u03-s007-v007,u03,linear-equation-check-solution,mc,optionAnalysis[1].reason,正確解不是1/2。,[[frac:正確解不是1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s007-v007,u03,linear-equation-check-solution,mc,optionAnalysis[3].reason,把x=5代入左邊得10-3=7，不是4，所以答案錯；正確解為7/2。 因此此選項符合題目。,把x=5代入左邊得10-3=7，不是4，所以答案錯；[[frac:正確解為7|2]]。 因此此選項符合題目。,False,False,False,True,False,RENDERER_REPAIR
u03-s007-v012,u03,linear-equation-check-solution,mc,optionAnalysis[0].reason,20/4不是4。,[[frac:20|4不是4]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s007-v012,u03,linear-equation-check-solution,mc,commonMistake,把x/4改成x。,[[frac:把x|4改成x]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s007-v012,u03,linear-equation-check-solution,mc,literacyContextNecessity,四等分後再加7公升的操作次序決定x/4+7，情境是驗算原式的必要依據。,[[frac:四等分後再加7公升的操作次序決定x|4]]+7，情境是驗算原式的必要依據。,False,False,False,True,False,RENDERER_REPAIR
u03-s009-v012,u03,linear-equation-money-problem,mc,optionAnalysis[2].reason,把2400的1/4當交通費。,[[frac:把2400的1|4當交通費]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s010-cr001,u03,linear-equation-rate-problem,cr,prompt,甲乙兩地相距 330 公里，兩車同時相向而行，速率分別為 50 與 60 公里/時。幾小時後相遇？各走多少公里？,甲乙兩地相距 330 公里，兩車同時相向而行，速率分別為 50 與 60 [[frac:公里|時]]。幾小時後相遇？各走多少公里？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-cr002,u03,linear-equation-rate-problem,cr,prompt,某人先以 4 公里/時步行，後以 12 公里/時騎車，總時間 3 小時、總路程 20 公里。步行與騎車各多久？,某人先以 4 [[frac:公里|時步行]]，後以 12 [[frac:公里|時騎車]]，總時間 3 小時、總路程 20 公里。步行與騎車各多久？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v002,u03,linear-equation-rate-problem,mc,text,某車 2.5 小時行駛 150 公里，平均速率是多少公里/小時？,某車 2.5 小時行駛 150 公里，[[frac:平均速率是多少公里|小時？]],False,False,False,True,True,RENDERER_REPAIR
u03-s010-v002,u03,linear-equation-rate-problem,mc,explanation,列2.5v=150；除以2.5；得到60公里/小時。所以答案是「60」。,列2.5v=150；除以2.5；[[frac:得到60公里|小時]]。所以答案是「60」。,False,False,False,True,False,RENDERER_REPAIR
u03-s010-v002,u03,linear-equation-rate-problem,mc,steps[2],得到60公里/小時,[[frac:得到60公里|小時]],False,False,False,True,False,RENDERER_REPAIR
u03-s010-v003,u03,linear-equation-rate-problem,mc,text,甲車先行 30 公里，速率 40 公里/時；乙車從同地追趕，速率 55 公里/時。乙車幾小時追上？,甲車先行 30 公里，速率 40 [[frac:公里|時]]；乙車從同地追趕，速率 55 [[frac:公里|時]]。乙車幾小時追上？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v004,u03,linear-equation-rate-problem,mc,text,兩車從相距 300 公里的兩地相向而行，速率分別為 45 與 55 公里/時。幾小時相遇？,兩車從相距 300 公里的兩地相向而行，速率分別為 45 與 55 [[frac:公里|時]]。幾小時相遇？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v005,u03,linear-equation-rate-problem,mc,text,某人先搭車行 30 公里，再以 70 公里/時行駛 x 小時，總路程 240 公里。x 為多少？,某人先搭車行 30 公里，再以 70 [[frac:公里|時行駛]] x 小時，總路程 240 公里。x 為多少？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v006,u03,linear-equation-rate-problem,mc,text,小美先以 5 公里/時步行 x 小時，再以 15 公里/時騎車 (2－x) 小時，共走 20 公里。步行多久？,小美先以 5 [[frac:公里|時步行]] x 小時，再以 15 [[frac:公里|時騎車]] (2－x) 小時，共走 20 公里。步行多久？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v007,u03,linear-equation-rate-problem,mc,text,船在靜水速率 12 公里/時，水流 3 公里/時。逆流行 45 公里需幾小時？,船在靜水速率 12 [[frac:公里|時]]，水流 3 [[frac:公里|時]]。逆流行 45 公里需幾小時？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v007,u03,linear-equation-rate-problem,mc,optionAnalysis[3].reason,逆流速率12-3=9公里/時，45÷9=5小時。 因此此選項符合題目。,逆流速率12-3=[[frac:9公里|時]]，45÷9=5小時。 因此此選項符合題目。,False,False,False,True,False,RENDERER_REPAIR
u03-s010-v008,u03,linear-equation-rate-problem,mc,text,某路段去程速率 60 公里/時、回程速率 40 公里/時，來回共 5 小時。單程距離多少公里？,某路段去程速率 60 [[frac:公里|時]]、回程速率 40 [[frac:公里|時]]，來回共 5 小時。單程距離多少公里？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v008,u03,linear-equation-rate-problem,mc,explanation,兩段距離相同；列x/60+x/40=5；解5x=600得120。所以答案是「120」。,兩段距離相同；[[frac:列x|60]]+[[frac:x|40]]=5；解5x=600得120。所以答案是「120」。,False,False,False,True,False,RENDERER_REPAIR
u03-s010-v008,u03,linear-equation-rate-problem,mc,steps[1],列x/60+x/40=5,[[frac:列x|60]]+[[frac:x|40]]=5,False,False,False,True,False,RENDERER_REPAIR
u03-s010-v009,u03,linear-equation-rate-problem,mc,text,依圖，甲地到休息站 18 公里，以 6 公里/時行走；休息站到乙地以 9 公里/時前進。全程共 5 小時，休息站到乙地多少公里？,依圖，甲地到休息站 18 公里，以 6 [[frac:公里|時行走]]；休息站到乙地以 9 [[frac:公里|時前進]]。全程共 5 小時，休息站到乙地多少公里？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v009,u03,linear-equation-rate-problem,mc,optionAnalysis[0].reason,把剩餘時間當12/9。,[[frac:把剩餘時間當12|9]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s010-v009,u03,linear-equation-rate-problem,mc,optionAnalysis[3].reason,把5小時全用9公里/時。,[[frac:把5小時全用9公里|時]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s010-v010,u03,linear-equation-rate-problem,mc,text,原訂 70 公里/時行駛 210 公里，實際比原訂多花 0.5 小時。實際平均速率是多少公里/時？,原訂 70 [[frac:公里|時行駛]] 210 公里，實際比原訂多花 0.5 小時。[[frac:實際平均速率是多少公里|時？]],False,False,False,True,True,RENDERER_REPAIR
u03-s010-v010,u03,linear-equation-rate-problem,mc,optionAnalysis[1].reason,只減5公里/時。,[[frac:只減5公里|時]]。,False,False,False,True,False,RENDERER_REPAIR
u03-s010-v011,u03,linear-equation-rate-problem,mc,text,配送車以 50 公里/時行駛 x 小時，再由機車以 20 公里/時行駛 1 小時，總路程 170 公里。x 為多少？,配送車以 50 [[frac:公里|時行駛]] x 小時，再由機車以 20 [[frac:公里|時行駛]] 1 小時，總路程 170 公里。x 為多少？,False,False,False,True,True,RENDERER_REPAIR
u03-s010-v012,u03,linear-equation-rate-problem,mc,text,長 120 公尺的自動步道以 0.8 公尺/秒前進，乘客相對步道再走 1.2 公尺/秒。乘客需幾秒通過？,長 120 公尺的自動步道以 0.8 [[frac:公尺|秒前進]]，乘客相對步道再走 1.2 [[frac:公尺|秒]]。乘客需幾秒通過？,False,False,False,True,True,RENDERER_REPAIR
