reviewSequence,questionId,unitId,skillSlot,skillId,skillTitle,questionType,difficulty,primaryText,choicesJson,answerIndex,figureId,initialVerdict,reviewNote,autoFlags,directRendererDefectCount,allRendererDefectCount,contentSha256,contentAuthority
125,u01-s009-cr001,u01,s009,integer-subtraction,整數減法：改寫成加上減數的相反數,cr,standard,計算並寫成「加上相反數」：8-13、-6-4、-9-(-5)。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,3df8ec65db1a0657b607f925923d929be9911e101356060632f500012df9040f,CHATGPT_HUMAN_AUTHORED_R1
126,u01-s009-cr002,u01,s009,integer-subtraction,整數減法：改寫成加上減數的相反數,cr,advanced,某地上午溫度為 -4°C，下午為 7°C，夜間為 -9°C。求上午到下午、下午到夜間的帶號變化量，以及上午到夜間的溫差。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,91ad04a4b3069dda7ead7beb21252cb29e865738bf785d1dc53d54dcc9a6205b,CHATGPT_HUMAN_AUTHORED_R1
127,u01-s010-v001,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,basic,(-4)×6 的值是多少？,"[""-24"", ""24"", ""-10"", ""10""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,a86eedc6949d0aa204707b7cb99bedf6526a1b6d20389d753bded996dfe40bee,CHATGPT_HUMAN_AUTHORED_R1
128,u01-s010-v002,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,basic,(-35)÷7 的值是多少？,"[""5"", ""-5"", ""-28"", ""-42""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6afe45500a8c61b9daff7a0754b4b6a87e07e8253e1dca65342f5efa42b66ed9,CHATGPT_HUMAN_AUTHORED_R1
129,u01-s010-v003,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,basic,(-8)×(-3) 的值是多少？,"[""-24"", ""-11"", ""24"", ""11""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5ca3d6940550dcf012a89e07204243bebacf22a236d60d31d93019b2dd16a8cc,CHATGPT_HUMAN_AUTHORED_R1
130,u01-s010-v004,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,standard,72÷(-9) 的值是多少？,"[""8"", ""-63"", ""63"", ""-8""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,14dc13eefa44896e4146f33f2a7be1519553e6623c775f21886ce40b89c44efa,CHATGPT_HUMAN_AUTHORED_R1
131,u01-s010-v005,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,standard,(-2)×(-3)×(-5) 的結果符號與值為何？,"[""-30"", ""30"", ""-10"", ""10""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,9dfde0e1dd454547bf2274630c5b964339c77dc654216220762f4cf5c717a991,CHATGPT_HUMAN_AUTHORED_R1
132,u01-s010-v006,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,standard,(-96)÷(-12) 的值是多少？,"[""-8"", ""8"", ""-108"", ""108""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,d96d2417a49955b124c955560cc10c6bf4283ed38906c036711ef5b2af33c21a,CHATGPT_HUMAN_AUTHORED_R1
133,u01-s010-v007,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,advanced,(-2)×5×(-3)×(-1) 的值是多少？,"[""30"", ""-10"", ""-30"", ""10""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,bc2f2f899a4e7177fc2e5dff7cef9ce3dbe8ed129b8e04410f79220e276eaab9,CHATGPT_HUMAN_AUTHORED_R1
134,u01-s010-v008,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,advanced,若 x×(-7)=56，則 x 等於多少？,"[""8"", ""-49"", ""49"", ""-8""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1e1c90c47512232fa5048ca97ce5a0734a271f8392c09ade9f988c8307a15105,CHATGPT_HUMAN_AUTHORED_R1
135,u01-s010-v009,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,advanced,(-144)÷8÷(-3) 的值是多少？,"[""6"", ""-6"", ""54"", ""-54""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,918b1195d00fba18bca2a07acbaac2a19a15975e818ac6fa100fa0979cd34fcb,CHATGPT_HUMAN_AUTHORED_R1
136,u01-s010-v010,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,literacy,某設備每小時效能變化為 -4 單位，連續運轉 9 小時，總變化量是多少？,"[""36 單位"", ""-36 單位"", ""-13 單位"", ""5 單位""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,995e5e1f3d1edffbff602616662e51a9654998fd9ee8374de7c84898dfa1ce3d,CHATGPT_HUMAN_AUTHORED_R1
137,u01-s010-v011,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,literacy,冷藏室起始溫度 5°C，控制器每小時使溫度變化 -2°C，連續 6 小時後溫度為何？,"[""17°C"", ""-12°C"", ""-7°C"", ""7°C""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c35b70bfbdcf80e5f8b127496389389e1669a818dfd5582bb33714f11477f374,CHATGPT_HUMAN_AUTHORED_R1
138,u01-s010-v012,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,mc,literacy,共同債務記為 -840 元，由 7 人平均分擔。每人分擔的帶號金額是多少？,"[""120 元"", ""-5,880 元"", ""5,880 元"", ""-120 元""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,0c0f8389103f793a5c066fe9d10566713fb1313fc541308feb38998c4c688f69,CHATGPT_HUMAN_AUTHORED_R1
139,u01-s010-cr001,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,cr,standard,計算：(-6)×4、(-45)÷(-5)、(-2)×(-3)×7。每題先判斷符號，再算絕對值。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,63b8d35221236007a03734d7aec20ecc3612d774629eb44d0f6748155c076669,CHATGPT_HUMAN_AUTHORED_R1
140,u01-s010-cr002,u01,s010,integer-multiplication-division,整數的乘法和除法：先判符號，再算絕對值,cr,advanced,某潛水器起始深度為 -20 公尺，每分鐘下沉 3 公尺，連續 8 分鐘後，再平均分成 4 段回報這段總深度變化。求最後深度、總變化量，以及每段平均變化量。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,bed7b714446afe44b3c93ed67bbf55bff5c60a8273b87f31da2456cc4af2a332,CHATGPT_HUMAN_AUTHORED_R1
141,u01-s011-v001,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,basic,8+(-3)×5 的值是多少？,"[""-7"", ""25"", ""-25"", ""-55""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,136cac6e8a2d671a54095cd771c65cbad8ee5fd291c4c1f1677b456ae3513626,CHATGPT_HUMAN_AUTHORED_R1
142,u01-s011-v002,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,basic,24÷(-6)-3 的值是多少？,"[""1"", ""-7"", ""-1"", ""7""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,87e80d28a37cc8ed0278aa4443b2e90d60647e72c39ba6dd5f385af6c00f89e7,CHATGPT_HUMAN_AUTHORED_R1
143,u01-s011-v003,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,basic,18-[4+(-7)]×2 的值是多少？,"[""-6"", ""12"", ""24"", ""30""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e8b9c605d93fe0c5cb13ca77ac1e622ba315bbfa677794b452f0661b71f221f8,CHATGPT_HUMAN_AUTHORED_R1
144,u01-s011-v004,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,standard,-30÷5×2+9 的值是多少？,"[""-21"", ""3"", ""21"", ""-3""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,cf18e1699cda88260dacc92dcaa813cb8a0b12787aca6c7609d570aa882a6432,CHATGPT_HUMAN_AUTHORED_R1
145,u01-s011-v005,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,standard,16-3×5+2 的值是多少？,"[""3"", ""67"", ""-1"", ""-33""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c853b9fc8f7a6f24ede63cda52a160a82f2cd485bd8e8734ef563b6a2bd6636c,CHATGPT_HUMAN_AUTHORED_R1
146,u01-s011-v006,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,standard,(-8+5)×(-4) 的值是多少？,"[""-12"", ""12"", ""-27"", ""27""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,484cd483a41dc3882bfdf9c6d82f47296dbe08a1572911179c6647642f463936,CHATGPT_HUMAN_AUTHORED_R1
147,u01-s011-v007,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,advanced,48÷(-6)-[7-(-2)] 的值是多少？,"[""1"", ""-1"", ""-17"", ""17""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,667fdd6522e51e24642d06d759b31e5701d77959369cf851796776b240405241,CHATGPT_HUMAN_AUTHORED_R1
148,u01-s011-v008,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,advanced,20-(-3)×4÷2 的值是多少？,"[""14"", ""-26"", ""-14"", ""26""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1c42f057d5ca5b28d255c65be4359134c82392df83f9cee5441132a40c5f4c84,CHATGPT_HUMAN_AUTHORED_R1
149,u01-s011-v009,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,advanced,-2×[5-9]+(-3)×4 的值是多少？,"[""-4"", ""20"", ""4"", ""-20""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,94d7160d1fdbbc29a59e9627e9903fb7965e38d09ac0d58dc03808fd8784282f,CHATGPT_HUMAN_AUTHORED_R1
150,u01-s011-v010,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,literacy,會員起始有 120 點。系統連續 4 次各扣 15 點，之後補發 25 點。最後有多少點？,"[""35 點"", ""85 點"", ""155 點"", ""205 點""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,591eb2384553c1bd9f1a31b69656e4125baf48757c9d8bf52c5faf24a683da27,CHATGPT_HUMAN_AUTHORED_R1
151,u01-s011-v011,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,literacy,帳戶起始餘額為 -50 元，連續 3 天每天存入 40 元，最後再扣手續費 25 元。最終餘額為何？,"[""-195 元"", ""95 元"", ""45 元"", ""145 元""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ce4a0f7d6142ea4d627d15b6f0e3496adfc8ccfd39874d5b9eea10f711f583fd,CHATGPT_HUMAN_AUTHORED_R1
152,u01-s011-v012,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,mc,literacy,遊戲角色起始分數 -10。答對 5 題，每題 +6 分；答錯 3 題，每題 -4 分。最後分數是多少？,"[""52 分"", ""-8 分"", ""32 分"", ""8 分""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5a3acea5f01a6c8344938b66c55ecd01829820681982f7ad0d9bba984c2271ba,CHATGPT_HUMAN_AUTHORED_R1
153,u01-s011-cr001,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,cr,standard,計算 30-[6+(-8)]×4÷2，要求每一步只處理一個運算層級。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,335a6e21451f4fd70ba7b1845948ecccbeaca9045060292072a9f917f0a5c1d6,CHATGPT_HUMAN_AUTHORED_R1
154,u01-s011-cr002,u01,s011,integer-mixed-operations,整數四則混合：依序處理括號與乘除和加減,cr,advanced,某收費方案：起始點數 200，每週扣 18 點，共 6 週；期間另有兩次各補 25 點，最後再扣一次 12 點。請列一個完整算式並求餘額，說明運算順序。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,41d43df13ffc8df06909d73bab47e241afbeae5b3f3d0f47aaa63710415782d8,CHATGPT_HUMAN_AUTHORED_R1
155,u01-s012-v001,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,basic,3⁴ 的值是多少？,"[""81"", ""12"", ""64"", ""7""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8e0fe22c1d7ceda461d3dc5c118d476106cd8ddb454cc7fcf2d168ca9eafad69,CHATGPT_HUMAN_AUTHORED_R1
156,u01-s012-v002,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,basic,(-2)³ 的值是多少？,"[""8"", ""-8"", ""-6"", ""6""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,0acc0002fff663da16e002e81897017e1227ead64921f8fedcd7ccfe11dd6581,CHATGPT_HUMAN_AUTHORED_R1
157,u01-s012-v003,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,basic,-2⁴ 的值是多少？,"[""16"", ""8"", ""-16"", ""-8""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ee69c25305b307560b922d441788669729a0524b13702b836efb719055cd0a16,CHATGPT_HUMAN_AUTHORED_R1
158,u01-s012-v004,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,standard,(-5)×(-5)×(-5)×(-5) 可寫成哪一個指數形式？,"[""-5⁴"", ""4⁵"", ""(-4)⁵"", ""(-5)⁴""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2c32359d3b634f5e60c7b8ccd707ee52a80b5bf9a7950901df60a7e43a130456,CHATGPT_HUMAN_AUTHORED_R1
159,u01-s012-v005,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,standard,10⁶ 等於多少？,"[""1,000,000"", ""60"", ""100,000"", ""10,000,000""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,943f13b1b885f9801e12e9ba80ac716033a3d30016c33aa8752373809a69062a,CHATGPT_HUMAN_AUTHORED_R1
160,u01-s012-v006,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,standard,比較 (-3)² 與 -3²，下列何者正確？,"[""兩者相等"", ""(-3)²>-3²"", ""(-3)²<-3²"", ""兩者都為負""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6ffc688b82029b1e364a55b9f7481de82fd75566a8dfdc33253a3d7beebac10e,CHATGPT_HUMAN_AUTHORED_R1
161,u01-s012-v007,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,advanced,2⁵ 的展開式與值何者正確？,"[""2×5=10"", ""5×5=25"", ""2×2×2×2×2=32"", ""2+2+2+2+2=10""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8b100f04d10e66f747924243c0bfcab9e10c4453e856be8b7dac6178856fc7a0,CHATGPT_HUMAN_AUTHORED_R1
162,u01-s012-v008,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,advanced,4³ 的值是多少？,"[""12"", ""16"", ""48"", ""64""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6bd7aa2ffaba7fa9fa3cacf6adcec59b9ce443a0815126ef87c23f3cb04c3a87,CHATGPT_HUMAN_AUTHORED_R1
163,u01-s012-v009,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,advanced,若 a=-2，則 a⁴-a³ 的值是多少？,"[""24"", ""8"", ""-24"", ""0""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1e88f52ac8d6332a43dd939229dd4929eb6751b8358d79e1c7e2b937837eb8dd,CHATGPT_HUMAN_AUTHORED_R1
164,u01-s012-v010,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,literacy,一個細胞每小時分裂成 2 個，假設從 1 個開始且每個小時全部同步分裂。8 小時後共有多少個？,"[""16 個"", ""256 個"", ""64 個"", ""512 個""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8404f49f59cffa046b0ab8fd82c0f25ef25aa039a6e1845b1eb0784628a3cf74,CHATGPT_HUMAN_AUTHORED_R1
165,u01-s012-v011,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,literacy,正方形地磚邊長為 12 公分。它的面積用指數表示並計算，何者正確？,"[""12×2=24 平方公分"", ""12³=1,728 平方公分"", ""12²=144 平方公分"", ""2¹²=4,096 平方公分""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,71c0882c602bb678b8616408a0804cc3b235e10ebe82b41fd60536193ad06e44,CHATGPT_HUMAN_AUTHORED_R1
166,u01-s012-v012,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,mc,literacy,一個展示架每層有 10 格，每格可放 10 盒，共有 10 層。總共可放多少盒？,"[""30 盒"", ""100 盒"", ""300 盒"", ""1,000 盒""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,62fa5d773125b913ce8257a407d9c04b1e9be945938cac9d6318c9871428b6e4,CHATGPT_HUMAN_AUTHORED_R1
167,u01-s012-cr001,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,cr,standard,將下列各式展開並計算：(-3)⁴、-3⁴、(-3)³。請比較三個結果。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,a96c9e783666646850c0c4b8dd119169626c75c10ad9b580c2bf6c329203f76d,CHATGPT_HUMAN_AUTHORED_R1
168,u01-s012-cr002,u01,s012,integer-exponent-meaning,指數的意義：用冪表示重複乘法,cr,advanced,某圖樣第 1 階段有 3 個小格；之後每一階段把每個小格替換成 3 個小格。請用指數表示第 5 階段的小格數並求值，說明指數為什麼是 5。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7b692dc0ea520be8824324f9936bc331e70e94cc36b002ca12a90c985f9fe242,CHATGPT_HUMAN_AUTHORED_R1
169,u01-s013-v001,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,basic,2³×2⁴ 可化簡為何者？,"[""2⁷"", ""4⁷"", ""2¹²"", ""2¹""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,df8c3eb8a3f63077a059e8c1efefa74953b5480095b34e295fb140d35606681c,CHATGPT_HUMAN_AUTHORED_R1
170,u01-s013-v002,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,basic,5⁸÷5³ 可化簡為何者？,"[""5¹¹"", ""5⁵"", ""1⁵"", ""5²⁴""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,4bc7dcc4fb05a3f1848d2b47bcb3a58c57464e34ac1fb3078b6db8b86ca1d6e3,CHATGPT_HUMAN_AUTHORED_R1
171,u01-s013-v003,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,basic,(3²)⁴ 可化簡為何者？,"[""3⁶"", ""3¹⁶"", ""3⁸"", ""9⁴⁰""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,afb2df2d524d52692cc6cdcf09fa81a8a0e7e976e68ea5ec86ac1368a62c71bb,CHATGPT_HUMAN_AUTHORED_R1
172,u01-s013-v004,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,standard,(2×5)³ 的正確展開為何？,"[""2×5³"", ""2³×5"", ""2⁶×5⁶"", ""2³×5³""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,50a72c2e11646eac580e84024a7f042b82d858a1d75d6b7d47ad985e8ba86881,CHATGPT_HUMAN_AUTHORED_R1
173,u01-s013-v005,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,standard,4³×2⁵ 可化成 2 的幾次方？,"[""2¹¹"", ""2⁸"", ""2¹⁵"", ""2²³""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,808fa451db677a6e38ec151b3bd5a1e5dc430baf33d3023f38ef89c35165b5bd,CHATGPT_HUMAN_AUTHORED_R1
174,u01-s013-v006,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,standard,3⁹÷(3⁴×3²) 可化簡為何者？,"[""3¹⁵"", ""3³"", ""3⁷"", ""3⁸""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f098c66aa883f6c216d26fb3b234a6ca74ffd774451c09bd25a7d1a68f92bcba,CHATGPT_HUMAN_AUTHORED_R1
175,u01-s013-v007,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,advanced,若 2ˣ×2³=2⁹，則 x 等於多少？,"[""3"", ""12"", ""6"", ""27""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,419479e2b46043a8fef2d235c8e8a7a8ef582cf17119cf53af0b85a084e5c89f,CHATGPT_HUMAN_AUTHORED_R1
176,u01-s013-v008,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,advanced,(5²)³÷5⁴ 可化簡為何者？,"[""5¹²"", ""5⁵"", ""5¹"", ""5²""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,516000ba349cf25ca6ebb70fa4663a37fa7260290e6c1f856e743ea5f3064f10,CHATGPT_HUMAN_AUTHORED_R1
177,u01-s013-v009,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,advanced,下列哪一個敘述正確？,"[""2³+2⁴ 不能直接化成 2⁷"", ""2³+2⁴=2⁷"", ""3²×3⁵=9⁷"", ""(4²)³=4⁵""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b57bed01f8a4ffc7b727461cc49e9dea6a872ff5bbee2439aa350957f196c784,CHATGPT_HUMAN_AUTHORED_R1
178,u01-s013-v010,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,literacy,資料量先連續 3 次各變為原來 2 倍，之後又連續 4 次各變為原來 2 倍。總倍數可寫成何者？,"[""2¹²"", ""2⁷"", ""4⁷"", ""2¹""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,81c098496d7a138174b2b36a8b4f52b64c8a946880e697cc79293bd6e7d6c5f9,CHATGPT_HUMAN_AUTHORED_R1
179,u01-s013-v011,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,literacy,某縮放程序每一輪把面積乘以 10²，連續執行 3 輪後，總倍率為何？,"[""10⁵"", ""10⁹"", ""10⁶"", ""30²""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2b8fa4d38d5419b0abcf8943117a4e37548a16fdfb3f7bdf1f9f2842db809a76,CHATGPT_HUMAN_AUTHORED_R1
180,u01-s013-v012,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,mc,literacy,某運算量為 4⁵×2³。若要全部寫成 2 的冪，結果為何？,"[""2⁸"", ""2¹⁰"", ""2¹⁵"", ""2¹³""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,99715fc1947520c3b0cfee4580e3e8bad2129d134be0524580988d1e0e7b1f4e,CHATGPT_HUMAN_AUTHORED_R1
181,u01-s013-cr001,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,cr,standard,化簡並說明每一步使用哪一條指數律：2⁵×2³÷2⁴。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c80d2e18637ccd7b5ea16d2158e37031f9ea12f0eecc7c12a904fd808ce389e8,CHATGPT_HUMAN_AUTHORED_R1
182,u01-s013-cr002,u01,s013,integer-exponent-laws,指數律：同底數乘除與冪的乘方,cr,advanced,將 8⁴÷4³×2⁵ 化成 2 的單一冪，並用展開的因數個數檢查指數。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b2aba9cb721491fd07b70fe18d0e4fa023ca7fb552359a1d470b21c7f99a6528,CHATGPT_HUMAN_AUTHORED_R1
183,u01-s014-v001,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,basic,"5,200,000 的標準科學記號為何？","[""5.2×10⁶"", ""52×10⁵"", ""5.2×10⁵"", ""0.52×10⁷""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,fb7deb85cf4df66165f3306c1465f3436bbbfb405dcc89344cd924a731962c5d,CHATGPT_HUMAN_AUTHORED_R1
184,u01-s014-v002,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,basic,0.00073 的標準科學記號為何？,"[""7.3×10⁴"", ""7.3×10⁻⁴"", ""0.73×10⁻³"", ""73×10⁻⁵""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,59cf3e2f24cc0f1a0a8774e6babf25a1202012d78bb1f986055d3693e9de57b2,CHATGPT_HUMAN_AUTHORED_R1
185,u01-s014-v003,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,basic,下列哪一個已是標準科學記號？,"[""12.5×10³"", ""0.8×10⁶"", ""4.08×10⁻³"", ""45×10⁻²""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,43734d0225c25985b78ba06509a8bc8aead39395ba1733ae7247916240ee111d,CHATGPT_HUMAN_AUTHORED_R1
186,u01-s014-v004,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,standard,6.02×10⁵ 還原成一般記法為何？,"[""0.000602"", ""60,200"", ""6,020,000"", ""602,000""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,0eaa8357c1efedaa3b761fd91075431019e4836a0c1c2dfe9d9fdf502057d056,CHATGPT_HUMAN_AUTHORED_R1
187,u01-s014-v005,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,standard,比較 3.1×10⁷ 與 9.9×10⁶，何者較大？,"[""3.1×10⁷ 較大"", ""9.9×10⁶ 較大"", ""兩者相等"", ""資料不足""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,20716883157e97d9d4c70f287a4c885aed98bcbd6c21338fc4a60d1f4b73fb40,CHATGPT_HUMAN_AUTHORED_R1
