authority_id,source_id,subject,official_code,raw_text,normalized_requirement,status,mapped_skill_ids,mapped_lecture_ids,mapped_question_ids,final_audit_record_id,notes
AUTH-ENGLISH-LP-8-4-6,NAER-CURRICULUM-ENGLISH,english,8-Ⅳ-6,能了解並遵循基本的國際生活禮儀。,能了解並遵循基本的國際生活禮儀。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-english-reading-listening;marker=*;appendix=none;limits=none
AUTH-ENGLISH-LP-9-4-1,NAER-CURRICULUM-ENGLISH,english,9-Ⅳ-1,能綜合相關資訊作合理的猜測。,能綜合相關資訊作合理的猜測。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-english-reading-listening;marker=none;appendix=none;limits=none
AUTH-ENGLISH-LP-9-4-2,NAER-CURRICULUM-ENGLISH,english,9-Ⅳ-2,能把二至三項訊息加以比較、歸類、排序。,能把二至三項訊息加以比較、歸類、排序。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-english-reading-listening;marker=none;appendix=none;limits=none
AUTH-ENGLISH-LP-9-4-3,NAER-CURRICULUM-ENGLISH,english,9-Ⅳ-3,能根據上下文語境釐清不同訊息間的因果關係。,能根據上下文語境釐清不同訊息間的因果關係。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-english-reading-listening;marker=none;appendix=none;limits=none
AUTH-ENGLISH-LP-9-4-4,NAER-CURRICULUM-ENGLISH,english,9-Ⅳ-4,能依上下文所提供的文字線索（如in my opinion、maybe）分辨客觀事實與主觀意見。,能依上下文所提供的文字線索（如in my opinion、maybe）分辨客觀事實與主觀意見。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-english-reading-listening;marker=none;appendix=none;limits=none
AUTH-NATURAL-LC-AA-4-1,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Aa-Ⅳ-1,原子模型的發展。,原子模型的發展。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05726;limits=NAER-CURRICULUM-NATURAL:5743|NAER-CURRICULUM-NATURAL:5746|NAER-CURRICULUM-NATURAL:5747
AUTH-NATURAL-LC-AA-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Aa-Ⅳ-2,原子量與分子量是原子、分子之間的相對質量。,原子量與分子量是原子、分子之間的相對質量。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05726;limits=NAER-CURRICULUM-NATURAL:5743|NAER-CURRICULUM-NATURAL:5746|NAER-CURRICULUM-NATURAL:5747
AUTH-NATURAL-LC-AA-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Aa-Ⅳ-3,純物質包括元素與化合物。,純物質包括元素與化合物。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05726;limits=NAER-CURRICULUM-NATURAL:5743|NAER-CURRICULUM-NATURAL:5746|NAER-CURRICULUM-NATURAL:5747
AUTH-NATURAL-LC-AA-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Aa-Ⅳ-4,元素的性質有規律性和週期性。,元素的性質有規律性和週期性。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05726;limits=NAER-CURRICULUM-NATURAL:5743|NAER-CURRICULUM-NATURAL:5746|NAER-CURRICULUM-NATURAL:5747
AUTH-NATURAL-LC-AA-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Aa-Ⅳ-5,元素與化合物有特定的化學符號表示法。,元素與化合物有特定的化學符號表示法。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05726;limits=NAER-CURRICULUM-NATURAL:5743|NAER-CURRICULUM-NATURAL:5746|NAER-CURRICULUM-NATURAL:5747
AUTH-NATURAL-LC-AB-4-1,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ab-Ⅳ-1,物質的粒子模型與物質三態。,物質的粒子模型與物質三態。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05749;limits=none
AUTH-NATURAL-LC-AB-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ab-Ⅳ-2,溫度會影響物質的狀態。,溫度會影響物質的狀態。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05749;limits=none
AUTH-NATURAL-LC-AB-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ab-Ⅳ-3,物質的物理性質與化學性質。,物質的物理性質與化學性質。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05749;limits=none
AUTH-NATURAL-LC-AB-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ab-Ⅳ-4,物質依是否可用物理方法分離，可分為純物質和混合物。,物質依是否可用物理方法分離，可分為純物質和混合物。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05749;limits=none
AUTH-NATURAL-LC-BA-4-1,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ba-Ⅳ-1,能量有不同形式，例如：動能、熱能、光能、電能、化學能等，而且彼此之間可以轉換。孤立系統的總能量會維持定值。,能量有不同形式，例如：動能、熱能、光能、電能、化學能等，而且彼此之間可以轉換。孤立系統的總能量會維持定值。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05423;limits=none
AUTH-NATURAL-LC-BA-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ba-Ⅳ-2,光合作用是將光能轉換成化學能；呼吸作用是將化學能轉換成熱能。,光合作用是將光能轉換成化學能；呼吸作用是將化學能轉換成熱能。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05423;limits=none
AUTH-NATURAL-LC-BA-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ba-Ⅳ-3,化學反應中的能量改變，常以吸熱或放熱的形式發生。,化學反應中的能量改變，常以吸熱或放熱的形式發生。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05423;limits=none
AUTH-NATURAL-LC-BA-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ba-Ⅳ-4,電池是化學能轉變成電能的裝置。,電池是化學能轉變成電能的裝置。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05423;limits=none
AUTH-NATURAL-LC-BA-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ba-Ⅳ-5,力可以作功，作功可以改變物體的能量。,力可以作功，作功可以改變物體的能量。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05423;limits=none
AUTH-NATURAL-LC-BA-4-6,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ba-Ⅳ-6,每單位時間對物體所做的功稱為功率。,每單位時間對物體所做的功稱為功率。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05423;limits=none
AUTH-NATURAL-LC-BA-4-7,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ba-Ⅳ-7,物體的動能與位能之和稱為力學能，動能與位能可以互換。,物體的動能與位能之和稱為力學能，動能與位能可以互換。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05423;limits=none
AUTH-NATURAL-LC-BB-4-1,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Bb-Ⅳ-1,熱具有從高溫處傳到低溫處的趨勢。,熱具有從高溫處傳到低溫處的趨勢。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05466;limits=NAER-CURRICULUM-NATURAL:5490
AUTH-NATURAL-LC-BB-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Bb-Ⅳ-2,透過水升高溫度所吸收的熱能定義熱量單位。,透過水升高溫度所吸收的熱能定義熱量單位。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05466;limits=NAER-CURRICULUM-NATURAL:5490
AUTH-NATURAL-LC-BB-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Bb-Ⅳ-3,不同物質受熱後，其溫度的變化可能不同，比熱就是此特性的定量化描述。,不同物質受熱後，其溫度的變化可能不同，比熱就是此特性的定量化描述。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05466;limits=NAER-CURRICULUM-NATURAL:5490
AUTH-NATURAL-LC-BB-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Bb-Ⅳ-4,熱的傳播方式包含傳導、對流與輻射。,熱的傳播方式包含傳導、對流與輻射。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05466;limits=NAER-CURRICULUM-NATURAL:5490
AUTH-NATURAL-LC-BB-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Bb-Ⅳ-5,熱會改變物質形態，例如：狀態產生變化、體積發生脹縮。,熱會改變物質形態，例如：狀態產生變化、體積發生脹縮。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05466;limits=NAER-CURRICULUM-NATURAL:5490
AUTH-NATURAL-LC-BC-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Bc-Ⅳ-1,生物經由酵素的催化進行新陳代謝，並以實驗活動探討影響酵素作用速率的因素。,生物經由酵素的催化進行新陳代謝，並以實驗活動探討影響酵素作用速率的因素。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05080;limits=NAER-CURRICULUM-NATURAL:5096
AUTH-NATURAL-LC-BC-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Bc-Ⅳ-2,細胞利用養分進行呼吸作用釋放能量，供生物生存所需。,細胞利用養分進行呼吸作用釋放能量，供生物生存所需。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05080;limits=NAER-CURRICULUM-NATURAL:5096
AUTH-NATURAL-LC-BC-4-3,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Bc-Ⅳ-3,植物利用葉綠體進行光合作用，將二氧化碳和水轉變成醣類養分，並釋出氧氣；養分可供植物本身及動物生長所需。,植物利用葉綠體進行光合作用，將二氧化碳和水轉變成醣類養分，並釋出氧氣；養分可供植物本身及動物生長所需。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05080;limits=NAER-CURRICULUM-NATURAL:5096
AUTH-NATURAL-LC-BC-4-4,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Bc-Ⅳ-4,日光、二氧化碳和水分等因素會影響光合作用的進行，這些因素的影響可經由探究實驗來證實。,日光、二氧化碳和水分等因素會影響光合作用的進行，這些因素的影響可經由探究實驗來證實。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05080;limits=NAER-CURRICULUM-NATURAL:5096
AUTH-NATURAL-LC-BD-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Bd-Ⅳ-1,生態系中的能量來源是太陽，能量會經由食物鏈在不同生物間流轉。,生態系中的能量來源是太陽，能量會經由食物鏈在不同生物間流轉。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05099;limits=NAER-CURRICULUM-NATURAL:5112
AUTH-NATURAL-LC-BD-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Bd-Ⅳ-2,在生態系中，碳元素會出現在不同的物質中（例如：二氧化碳、葡萄糖），在生物與無生物間循環使用。,在生態系中，碳元素會出現在不同的物質中（例如：二氧化碳、葡萄糖），在生物與無生物間循環使用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05099;limits=NAER-CURRICULUM-NATURAL:5112
AUTH-NATURAL-LC-BD-4-3,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Bd-Ⅳ-3,生態系中，生產者、消費者和分解者共同促成能量的流轉和物質的循環。,生態系中，生產者、消費者和分解者共同促成能量的流轉和物質的循環。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05099;limits=NAER-CURRICULUM-NATURAL:5112
AUTH-NATURAL-LC-CA-4-1,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ca-Ⅳ-1,實驗分離混合物，例如：結晶法、過濾法及簡易濾紙色層分析法。,實驗分離混合物，例如：結晶法、過濾法及簡易濾紙色層分析法。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05768;limits=NAER-CURRICULUM-NATURAL:5776
AUTH-NATURAL-LC-CA-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ca-Ⅳ-2,化合物可利用化學性質來鑑定。,化合物可利用化學性質來鑑定。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05768;limits=NAER-CURRICULUM-NATURAL:5776
AUTH-NATURAL-LC-CB-4-1,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Cb-Ⅳ-1,分子與原子。,分子與原子。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05779;limits=NAER-CURRICULUM-NATURAL:5790|NAER-CURRICULUM-NATURAL:5791
AUTH-NATURAL-LC-CB-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Cb-Ⅳ-2,元素會因原子排列方式不同而有不同的特性。,元素會因原子排列方式不同而有不同的特性。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05779;limits=NAER-CURRICULUM-NATURAL:5790|NAER-CURRICULUM-NATURAL:5791
AUTH-NATURAL-LC-CB-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Cb-Ⅳ-3,分子式相同會因原子排列方式不同而形成不同的物質。,分子式相同會因原子排列方式不同而形成不同的物質。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05779;limits=NAER-CURRICULUM-NATURAL:5790|NAER-CURRICULUM-NATURAL:5791
AUTH-NATURAL-LC-DA-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Da-Ⅳ-1,使用適當的儀器可觀察到細胞的形態及細胞膜、細胞質、細胞核、細胞壁等基本構造。,使用適當的儀器可觀察到細胞的形態及細胞膜、細胞質、細胞核、細胞壁等基本構造。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05119;limits=NAER-CURRICULUM-NATURAL:5136
AUTH-NATURAL-LC-DA-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Da-Ⅳ-2,細胞是組成生物體的基本單位。,細胞是組成生物體的基本單位。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05119;limits=NAER-CURRICULUM-NATURAL:5136
AUTH-NATURAL-LC-DA-4-3,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Da-Ⅳ-3,多細胞個體具有細胞、組織、器官、器官系統等組成層次。,多細胞個體具有細胞、組織、器官、器官系統等組成層次。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05119;limits=NAER-CURRICULUM-NATURAL:5136
AUTH-NATURAL-LC-DA-4-4,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Da-Ⅳ-4,細胞會進行細胞分裂，染色體在分裂過程中會發生變化。,細胞會進行細胞分裂，染色體在分裂過程中會發生變化。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05119;limits=NAER-CURRICULUM-NATURAL:5136
AUTH-NATURAL-LC-DB-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-1,動物體（以人體為例）經由攝食、消化、吸收獲得所需的養分。,動物體（以人體為例）經由攝食、消化、吸收獲得所需的養分。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DB-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-2,動物體（以人體為例）的循環系統能將體內的物質運輸至各細胞處，並進行物質交換。並經由心跳、心音及脈搏的探測，以了解循環系統的運作情形。,動物體（以人體為例）的循環系統能將體內的物質運輸至各細胞處，並進行物質交換。並經由心跳、心音及脈搏的探測，以了解循環系統的運作情形。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DB-4-3,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-3,動物體（以人體為例）藉由呼吸系統與外界交換氣體。,動物體（以人體為例）藉由呼吸系統與外界交換氣體。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DB-4-4,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-4,生殖系統（以人體為例）能產生配子進行有性生殖，並且有分泌激素的功能。,生殖系統（以人體為例）能產生配子進行有性生殖，並且有分泌激素的功能。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DB-4-5,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-5,動植物體適應環境的構造常成為人類發展各種精密儀器的參考。,動植物體適應環境的構造常成為人類發展各種精密儀器的參考。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DB-4-6,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-6,植物體根、莖、葉、花、果實內的維管束具有運輸功能。,植物體根、莖、葉、花、果實內的維管束具有運輸功能。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DB-4-7,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-7,花的構造中，雄蕊的花藥可產生花粉粒，花粉粒內有精細胞；雌蕊的子房內有胚珠，胚珠內有卵細胞。,花的構造中，雄蕊的花藥可產生花粉粒，花粉粒內有精細胞；雌蕊的子房內有胚珠，胚珠內有卵細胞。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DB-4-8,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Db-Ⅳ-8,植物體的分布會影響水在地表的流動，也會影響氣溫和空氣品質。,植物體的分布會影響水在地表的流動，也會影響氣溫和空氣品質。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05138;limits=NAER-CURRICULUM-NATURAL:5178|NAER-CURRICULUM-NATURAL:5180|NAER-CURRICULUM-NATURAL:5183
AUTH-NATURAL-LC-DC-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Dc-Ⅳ-1,人體的神經系統能察覺環境的變動並產生反應。,人體的神經系統能察覺環境的變動並產生反應。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05193;limits=NAER-CURRICULUM-NATURAL:5219|NAER-CURRICULUM-NATURAL:5221|NAER-CURRICULUM-NATURAL:5223|NAER-CURRICULUM-NATURAL:5224|NAER-CURRICULUM-NATURAL:5225
AUTH-NATURAL-LC-DC-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Dc-Ⅳ-2,人體的內分泌系統能調節代謝作用，維持體內物質的恆定。,人體的內分泌系統能調節代謝作用，維持體內物質的恆定。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05193;limits=NAER-CURRICULUM-NATURAL:5219|NAER-CURRICULUM-NATURAL:5221|NAER-CURRICULUM-NATURAL:5223|NAER-CURRICULUM-NATURAL:5224|NAER-CURRICULUM-NATURAL:5225
AUTH-NATURAL-LC-DC-4-3,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Dc-Ⅳ-3,皮膚是人體的第一道防禦系統，能阻止外來物，例如：細菌的侵入；而淋巴系統則可進一步產生免疫作用。,皮膚是人體的第一道防禦系統，能阻止外來物，例如：細菌的侵入；而淋巴系統則可進一步產生免疫作用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05193;limits=NAER-CURRICULUM-NATURAL:5219|NAER-CURRICULUM-NATURAL:5221|NAER-CURRICULUM-NATURAL:5223|NAER-CURRICULUM-NATURAL:5224|NAER-CURRICULUM-NATURAL:5225
AUTH-NATURAL-LC-DC-4-4,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Dc-Ⅳ-4,人體會藉由各系統的協調，使體內所含的物質以及各種狀態能維持在一定範圍內。,人體會藉由各系統的協調，使體內所含的物質以及各種狀態能維持在一定範圍內。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05193;limits=NAER-CURRICULUM-NATURAL:5219|NAER-CURRICULUM-NATURAL:5221|NAER-CURRICULUM-NATURAL:5223|NAER-CURRICULUM-NATURAL:5224|NAER-CURRICULUM-NATURAL:5225
AUTH-NATURAL-LC-DC-4-5,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Dc-Ⅳ-5,生物體能覺察外界環境變化、採取適當的反應以使體內環境維持恆定，這些現象能以觀察或改變自變項的方式來探討。,生物體能覺察外界環境變化、採取適當的反應以使體內環境維持恆定，這些現象能以觀察或改變自變項的方式來探討。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05193;limits=NAER-CURRICULUM-NATURAL:5219|NAER-CURRICULUM-NATURAL:5221|NAER-CURRICULUM-NATURAL:5223|NAER-CURRICULUM-NATURAL:5224|NAER-CURRICULUM-NATURAL:5225
AUTH-NATURAL-LC-EA-4-1,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ea-Ⅳ-1,時間、長度、質量等為基本物理量，經由計算可得到密度、體積等衍伸物理量。,時間、長度、質量等為基本物理量，經由計算可得到密度、體積等衍伸物理量。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05499;limits=none
AUTH-NATURAL-LC-EA-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ea-Ⅳ-2,以適當的尺度量測或推估物理量，例如：奈米到光年、毫克到公噸、毫升到立方公尺等。,以適當的尺度量測或推估物理量，例如：奈米到光年、毫克到公噸、毫升到立方公尺等。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05499;limits=none
AUTH-NATURAL-LC-EA-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ea-Ⅳ-3,測量時可依工具的最小刻度進行估計。,測量時可依工具的最小刻度進行估計。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05499;limits=none
