subject,grade,semester,publisher,resource_title,edition_or_date,approval_or_catalog_evidence,url_or_path,source_hash,access_level,copyright_status,curriculum_codes,teaching_sequence,terminology,representations,examples_or_activities,misconceptions,production_adoption,final_audit_status,notes
english,9,1,南一書局企業股份有限公司,115學年度國民中學英語第5冊課本、習作,三版 / 1121401049 / 1151400794,NAER清冊第32列；國審字第110063,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
english,9,1,康軒文教事業股份有限公司,115學年度國民中學英語第5冊課本、習作,三版 / 1121400539 / 1151400855,NAER清冊第33列；國審字第110049,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
english,9,2,佳音事業股份有限公司,115學年度國民中學英語第6冊課本、習作,再版 / 1121402229,NAER清冊第34列；國審字第110076,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
english,9,2,南一書局企業股份有限公司,115學年度國民中學英語第6冊課本、習作,再版 / 1121402857,NAER清冊第35列；國審字第110097,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
english,9,2,康軒文教事業股份有限公司,115學年度國民中學英語第6冊課本、習作,再版 / 1121402726,NAER清冊第36列；國審字第110088,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,7,1,南一書局企業股份有限公司,115學年度國民中學數學第1冊課本、習作,三版 / 1101400401 / 1131400637,NAER清冊第67列；國審字第108013,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,7,1,康軒文教事業股份有限公司,115學年度國民中學數學第1冊課本、習作,三版 / 1101400383 / 1131400897,NAER清冊第68列；國審字第108016,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,7,1,翰林出版事業股份有限公司,115學年度國民中學數學第1冊課本、習作,三版 / 1101400526 / 1131400707,NAER清冊第69列；國審字第108012,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,7,2,南一書局企業股份有限公司,115學年度國民中學數學第2冊課本、習作,三版 / 1101401718 / 1131402663,NAER清冊第70列；國審字第108080,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,7,2,康軒文教事業股份有限公司,115學年度國民中學數學第2冊課本、習作,三版 / 1101401358 / 1131402616,NAER清冊第71列；國審字第108061,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,7,2,翰林出版事業股份有限公司,115學年度國民中學數學第2冊課本、習作,三版 / 1101401179 / 1131402379,NAER清冊第72列；國審字第108060,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,8,1,南一書局企業股份有限公司,115學年度國民中學數學第3冊課本、習作,三版 / 1111400122 / 1141400394,NAER清冊第73列；國審字第109019,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,8,1,康軒文教事業股份有限公司,115學年度國民中學數學第3冊課本、習作,三版 / 1111400136 / 1141400624,NAER清冊第74列；國審字第109028,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,8,1,翰林出版事業股份有限公司,115學年度國民中學數學第3冊課本、習作,三版 / 1111400169 / 1141400625,NAER清冊第75列；國審字第109016,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,8,2,南一書局企業股份有限公司,115學年度國民中學數學第4冊課本、習作,三版 / 1111400614 / 1141402015,NAER清冊第76列；國審字第109072,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,8,2,康軒文教事業股份有限公司,115學年度國民中學數學第4冊課本、習作,三版 / 1111400796 / 1141402044,NAER清冊第77列；國審字第109053,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,8,2,翰林出版事業股份有限公司,115學年度國民中學數學第4冊課本、習作,三版 / 1111400680 / 1141401985,NAER清冊第78列；國審字第109047,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,9,1,南一書局企業股份有限公司,115學年度國民中學數學第5冊課本、習作,三版 / 1121400338 / 1151400668,NAER清冊第79列；國審字第110058,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,9,1,康軒文教事業股份有限公司,115學年度國民中學數學第5冊課本、習作,三版 / 1121400203 / 1151400605,NAER清冊第80列；國審字第110056,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,9,1,翰林出版事業股份有限公司,115學年度國民中學數學第5冊課本、習作,三版 / 1121400431 / 1151400625,NAER清冊第81列；國審字第110057,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,9,2,南一書局企業股份有限公司,115學年度國民中學數學第6冊課本、習作,再版 / 1121401826,NAER清冊第82列；國審字第110089,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,9,2,康軒文教事業股份有限公司,115學年度國民中學數學第6冊課本、習作,再版 / 1121401968,NAER清冊第83列；國審字第110087,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
math,9,2,翰林出版事業股份有限公司,115學年度國民中學數學第6冊課本、習作,再版 / 1121401894,NAER清冊第84列；國審字第110092,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,1,南一書局企業股份有限公司,115學年度國民中學社會第1冊課本、習作,再版 / 1101400801,NAER清冊第85列；國審字第108033,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,1,南億興業股份有限公司,115學年度國民中學社會第1冊課本、習作,初版,NAER清冊第86列；國審字第113034,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,1,康軒文教事業股份有限公司,115學年度國民中學社會第1冊課本、習作,三版 / 1101400768 / 1131401361,NAER清冊第87列；國審字第108031,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,1,翰林出版事業股份有限公司,115學年度國民中學社會第1冊課本、習作,三版 / 1101400732 / 1131401362,NAER清冊第88列；國審字第108032,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,2,南一書局企業股份有限公司,115學年度國民中學社會第2冊課本、習作,再版 / 1101401629,NAER清冊第89列；國審字第108079,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,2,南億興業股份有限公司,"115學年度國民中學社會第2冊課本、習作第13頁,共18頁",初版,NAER清冊第90列；國審字第113048,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,2,康軒文教事業股份有限公司,115學年度國民中學社會第2冊課本、習作,三版 / 1101401692 / 1131402990,NAER清冊第91列；國審字第108069,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,7,2,翰林出版事業股份有限公司,115學年度國民中學社會第2冊課本、習作,三版 / 1101401610 / 1131402901,NAER清冊第92列；國審字第108065,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,8,1,南一書局企業股份有限公司,115學年度國民中學社會第3冊課本、習作,再版 / 1111400326,NAER清冊第93列；國審字第109034,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
